kecamatan,tahun,metric,value
Banjarnegara,2021,Kencur (m2) 2021,0
Banjarnegara,2021,Kunyit (m2) 2021,4000
Banjarnegara,2022,Jahe (m2) 2022,1500
Banjarnegara,2022,Laos (m2) 2022,1500
Banjarnegara,2022,Kencur (m2) 2022,0
Banjarnegara,2022,Kunyit (m2) 2022,3000
Banjarnegara,2023,Jahe (m2) 2023,5000
Banjarnegara,2023,Laos (m2) 2023,4500
Banjarnegara,2023,Kencur (m2) 2023,0
Banjarnegara,2023,Kunyit (m2) 2023,8000
Banjarnegara,2024,Jahe (m2) 2024,3500
Banjarnegara,2024,Laos (m2) 2024,300
Banjarnegara,2024,Kencur (m2) 2024,0
Banjarnegara,2024,Kunyit (m2) 2024,1050
Pagedongan,2019,Jahe (m2) 2019,0
Pagedongan,2019,Laos (m2) 2019,0
Pagedongan,2019,Kencur (m2) 2019,0
Pagedongan,2019,Kunyit (m2) 2019,0
Pagedongan,2020,Jahe (m2) 2020,0
Pagedongan,2020,Laos (m2) 2020,0
Pagedongan,2020,Kencur (m2) 2020,0
Pagedongan,2020,Kunyit (m2) 2020,0
Pagedongan,2021,Jahe (m2) 2021,0
Pagedongan,2021,Laos (m2) 2021,0
Pagedongan,2021,Kencur (m2) 2021,0
Pagedongan,2021,Kunyit (m2) 2021,0
Pagedongan,2022,Jahe (m2) 2022,0
Pagedongan,2022,Laos (m2) 2022,0
Pagedongan,2022,Kencur (m2) 2022,0
Pagedongan,2022,Kunyit (m2) 2022,0
Pagedongan,2023,Jahe (m2) 2023,0
Pagedongan,2023,Laos (m2) 2023,0
Pagedongan,2023,Kencur (m2) 2023,0
Pagedongan,2023,Kunyit (m2) 2023,0
Pagedongan,2024,Jahe (m2) 2024,0
Pagedongan,2024,Laos (m2) 2024,0
Pagedongan,2024,Kencur (m2) 2024,0
Pagedongan,2024,Kunyit (m2) 2024,0
Sigaluh,2019,Jahe (m2) 2019,0
Sigaluh,2019,Laos (m2) 2019,0
Sigaluh,2019,Kencur (m2) 2019,0
Sigaluh,2019,Kunyit (m2) 2019,0
Sigaluh,2020,Jahe (m2) 2020,0
Sigaluh,2020,Laos (m2) 2020,0
Sigaluh,2020,Kencur (m2) 2020,0
Sigaluh,2020,Kunyit (m2) 2020,0
Sigaluh,2021,Jahe (m2) 2021,0
Sigaluh,2021,Laos (m2) 2021,0
Sigaluh,2021,Kencur (m2) 2021,0
Sigaluh,2021,Kunyit (m2) 2021,0
Sigaluh,2022,Jahe (m2) 2022,0
Sigaluh,2022,Laos (m2) 2022,0
Sigaluh,2022,Kencur (m2) 2022,0
Sigaluh,2022,Kunyit (m2) 2022,0
Sigaluh,2023,Jahe (m2) 2023,0
Sigaluh,2023,Laos (m2) 2023,0
Sigaluh,2023,Kencur (m2) 2023,0
Sigaluh,2023,Kunyit (m2) 2023,0
Sigaluh,2024,Jahe (m2) 2024,0
Sigaluh,2024,Laos (m2) 2024,0
Sigaluh,2024,Kencur (m2) 2024,0
Sigaluh,2024,Kunyit (m2) 2024,0
Madukara,2019,Jahe (m2) 2019,0
Madukara,2019,Laos (m2) 2019,0
Madukara,2019,Kencur (m2) 2019,0
