Kecamatan,Desa,Rumah Tangga Petani,Petani,RT Anggota Kelompok,RT Bukan Anggota Kelompok,RTUP,RT Perikanan,RT Perikanan Budidaya,RT Perikanan Tangkap,Sumber Teks
Banjarmangu,SIPEDANG,851,875,52,805,857,95,94,1,BPS Hasil Sensus Pertanian 2023 Kecamatan Banjarmangu
