Kelompok,Komoditas,Tahun,Nilai,Satuan
buah_sayuran_tahunan,Jeruk Besa (Pomelo),2024,354.9,ton
buah_sayuran_tahunan,Jeruk (Tangerine + Pomelo),2024,0,ton
buah_sayuran_tahunan,Mangga,2024,575.52,ton
buah_sayuran_tahunan,Manggis,2024,271.12,ton
buah_sayuran_tahunan,Nangka,2024,2272.99,ton
buah_sayuran_tahunan,Nenas,2024,61.84,ton
buah_sayuran_tahunan,Pepaya,2024,12728.13,ton
buah_sayuran_tahunan,Pisang,2024,92200.52,ton
buah_sayuran_tahunan,Rambutan,2024,4635.36,ton
buah_sayuran_tahunan,Salak,2024,199677.28,ton
buah_sayuran_tahunan,Sawo,2024,300.42,ton
buah_sayuran_tahunan,Markisa,2024,0,ton
buah_sayuran_tahunan,Sirsak,2024,364.08,ton
buah_sayuran_tahunan,Sukun,2024,6.33,ton
buah_sayuran_tahunan,Melinjo,2024,2521.3,ton
buah_sayuran_tahunan,Petai,2024,344558.91,ton
tanaman_hias,Agloenema,2024,47,tangkai
tanaman_hias,Anthurium Daun,2024,0,tangkai
tanaman_hias,Caladium,2024,0,tangkai
tanaman_hias,Pakis,2024,18,tangkai
tanaman_hias,Sansievera Pedang-Pedangan,2024,5,tangkai
tanaman_hias,Soka,2024,0,tangkai
tanaman_hias,Krisan,2024,0,tangkai
tanaman_hias,Mawar,2024,0,tangkai
tanaman_hias,Melati,2024,0,tangkai
tanaman_hias,Palem,2024,20,tangkai
tanaman_hias,Pisang-pisangan,2024,0,tangkai
tanaman_hias,Sedap Malam,2024,0,tangkai
biofarmaka,Dringo,2024,0,tangkai
biofarmaka,Jahe,2024,144296,tangkai
biofarmaka,Kapulaga,2024,930421,tangkai
biofarmaka,Kencur,2024,40558,tangkai
biofarmaka,Kunyit,2024,56560,tangkai
biofarmaka,Laos,2024,13525,tangkai
biofarmaka,Lempuyang,2024,25070,tangkai
biofarmaka,Lidah Buaya,2024,0,tangkai
biofarmaka,Mengkudu,2024,0,tangkai
biofarmaka,Temuireng,2024,0,tangkai
biofarmaka,Temukunci,2024,0,tangkai
biofarmaka,Temulawak,2024,1380,tangkai
biofarmaka,Sambiloto,2024,0,tangkai
