Kecamatan,Kelompok,Komoditas,Tahun,Nilai,Satuan
Batur,buah_tahunan,Salak,2024,0,ton
Batur,buah_tahunan,Jeruk Siam,2024,0,ton
Batur,tanaman_hias,Agloenema,2024,0,tangkai
Batur,tanaman_hias,Krisan,2024,0,tangkai
Batur,tanaman_hias,Mawar,2024,0,tangkai
Batur,tanaman_hias,Soka,2024,0,tangkai
Batur,biofarmaka,Jahe,2024,0,tangkai
Batur,biofarmaka,Laos,2024,0,tangkai
Batur,biofarmaka,Kencur,2024,0,tangkai
Batur,biofarmaka,Kunyit,2024,0,tangkai
Bawang,sayuran,Bawang Merah,2017,0,ton
Bawang,sayuran,Cabai Besar,2017,0,ton
Bawang,sayuran,Kentang,2017,0,ton
Bawang,sayuran,Kubis,2017,0,ton
Bawang,sayuran,Petsai,2017,0,ton
Bawang,sayuran,Tomat,2017,256.7,ton
Bawang,sayuran,Bawang Putih,2017,0,ton
Bawang,sayuran,Cabai Rawit,2017,0,ton
Bawang,buah_tahunan,Mangga,2017,4.4,ton
Bawang,buah_tahunan,Durian,2017,51.3,ton
Bawang,buah_tahunan,Pisang,2017,70.7,ton
Bawang,buah_tahunan,Pepaya,2017,55.1,ton
Bawang,buah_tahunan,Salak,2017,188.2,ton
Bawang,sayuran,Bawang Merah,2018,0,ton
Bawang,sayuran,Cabai Besar,2018,222.7,ton
Bawang,sayuran,Kentang,2018,0,ton
Bawang,sayuran,Kubis,2018,0,ton
Bawang,sayuran,Petsai,2018,0,ton
Bawang,sayuran,Tomat,2018,269.8,ton
Bawang,sayuran,Bawang Putih,2018,0,ton
Bawang,sayuran,Cabai Rawit,2018,59,ton
Bawang,buah_tahunan,Mangga,2018,14.5,ton
Bawang,buah_tahunan,Durian,2018,11.5,ton
Bawang,buah_tahunan,Jeruk Besar,2018,0,ton
Bawang,buah_tahunan,Pisang,2018,103.4,ton
Bawang,buah_tahunan,Pepaya,2018,120.4,ton
Bawang,buah_tahunan,Salak,2018,167,ton
Bawang,buah_tahunan,Jeruk Siam,2018,0,ton
Bawang,sayuran,Bawang Merah,2019,2.9,ton
Bawang,sayuran,Cabai Besar,2019,455.3,ton
Bawang,sayuran,Kentang,2019,0,ton
Bawang,sayuran,Kubis,2019,0,ton
Bawang,sayuran,Petsai,2019,0,ton
Bawang,sayuran,Tomat,2019,161.5,ton
Bawang,sayuran,Bawang Putih,2019,0,ton
Bawang,sayuran,Cabai Rawit,2019,279.9,ton
Bawang,buah_tahunan,Mangga,2019,8.6,ton
Bawang,buah_tahunan,Durian,2019,12.2,ton
Bawang,buah_tahunan,Jeruk Besar,2019,0,ton
Bawang,buah_tahunan,Pisang,2019,92.1,ton
Bawang,buah_tahunan,Pepaya,2019,92,ton
Bawang,buah_tahunan,Salak,2019,45.1,ton
Bawang,buah_tahunan,Jeruk Siam,2019,0,ton
Bawang,tanaman_hias,Agloenema,2019,0,tangkai
Bawang,tanaman_hias,Krisan,2019,0,tangkai
Bawang,tanaman_hias,Mawar,2019,0,tangkai
Bawang,tanaman_hias,Soka,2019,0,tangkai
Bawang,biofarmaka,Jahe,2019,187500,tangkai
Bawang,biofarmaka,Laos,2019,82000,tangkai
Bawang,biofarmaka,Kencur,2019,80000,tangkai
Bawang,biofarmaka,Kunyit,2019,66000,tangkai
Bawang,sayuran,Bawang Merah,2020,7.9,ton
Bawang,sayuran,Cabai Besar,2020,169.5,ton
Bawang,sayuran,Kentang,2020,0,ton
Bawang,sayuran,Kubis,2020,0,ton
Bawang,sayuran,Petsai,2020,0,ton
Bawang,sayuran,Tomat,2020,464.1,ton
Bawang,sayuran,Bawang Putih,2020,0,ton
Bawang,sayuran,Cabai Rawit,2020,151.8,ton
Bawang,buah_tahunan,Mangga,2020,0,ton
Bawang,buah_tahunan,Durian,2020,1.7,ton
Bawang,buah_tahunan,Jeruk Besar,2020,0,ton
Bawang,buah_tahunan,Pisang,2020,123,ton
Bawang,buah_tahunan,Pepaya,2020,102.2,ton
Bawang,buah_tahunan,Salak,2020,9.9,ton
Bawang,buah_tahunan,Jeruk Siam,2020,8.4,ton
Bawang,tanaman_hias,Agloenema,2020,0,tangkai
Bawang,tanaman_hias,Krisan,2020,0,tangkai
Bawang,tanaman_hias,Mawar,2020,0,tangkai
Bawang,tanaman_hias,Soka,2020,0,tangkai
Bawang,biofarmaka,Jahe,2020,0,tangkai
Bawang,biofarmaka,Laos,2020,0,tangkai
Bawang,biofarmaka,Kencur,2020,78000,tangkai
Bawang,biofarmaka,Kunyit,2020,36000,tangkai
Bawang,sayuran,Bawang Merah,2021,0,ton
Bawang,sayuran,Cabai Besar,2021,160,ton
Bawang,sayuran,Kentang,2021,0,ton
Bawang,sayuran,Kubis,2021,0,ton
Bawang,sayuran,Petsai,2021,0,ton
Bawang,sayuran,Tomat,2021,389.8,ton
Bawang,sayuran,Bawang Putih,2021,0,ton
Bawang,sayuran,Cabai Rawit,2021,49.6,ton
Bawang,buah_tahunan,Mangga,2021,1.6,ton
Bawang,buah_tahunan,Durian,2021,0.8,ton
Bawang,buah_tahunan,Jeruk Besar,2021,0,ton
Bawang,buah_tahunan,Pisang,2021,514.2,ton
Bawang,buah_tahunan,Pepaya,2021,147.1,ton
Bawang,buah_tahunan,Salak,2021,34.3,ton
Bawang,buah_tahunan,Jeruk Siam,2021,0,ton
Bawang,tanaman_hias,Agloenema,2021,0,tangkai
Bawang,tanaman_hias,Krisan,2021,0,tangkai
Bawang,tanaman_hias,Mawar,2021,0,tangkai
Bawang,tanaman_hias,Soka,2021,0,tangkai
Bawang,biofarmaka,Jahe,2021,169000,tangkai
Bawang,biofarmaka,Laos,2021,47125,tangkai
Bawang,biofarmaka,Kencur,2021,90000,tangkai
Bawang,biofarmaka,Kunyit,2021,60000,tangkai
Bawang,sayuran,Bawang Merah,2022,0,ton
Bawang,sayuran,Cabai Besar,2022,208.2,ton
Bawang,sayuran,Kentang,2022,0,ton
Bawang,sayuran,Kubis,2022,0,ton
Bawang,sayuran,Petsai,2022,0,ton
Bawang,sayuran,Tomat,2022,143.5,ton
Bawang,sayuran,Bawang Putih,2022,0,ton
Bawang,sayuran,Cabai Rawit,2022,67.6,ton
Bawang,buah_tahunan,Mangga,2022,0,ton
Bawang,buah_tahunan,Durian,2022,0.7,ton
Bawang,buah_tahunan,Jeruk Besar,2022,0,ton
Bawang,buah_tahunan,Pisang,2022,435.5,ton
Bawang,buah_tahunan,Pepaya,2022,8.9,ton
Bawang,buah_tahunan,Salak,2022,2.5,ton
Bawang,buah_tahunan,Jeruk Siam,2022,0,ton
Bawang,tanaman_hias,Agloenema,2022,0,tangkai
Bawang,tanaman_hias,Krisan,2022,0,tangkai
Bawang,tanaman_hias,Mawar,2022,0,tangkai
Bawang,tanaman_hias,Soka,2022,0,tangkai
Bawang,biofarmaka,Jahe,2022,190800,tangkai
Bawang,biofarmaka,Laos,2022,169960,tangkai
Bawang,biofarmaka,Kencur,2022,23500,tangkai
Bawang,biofarmaka,Kunyit,2022,36958,tangkai
Bawang,sayuran,Bawang Merah,2023,0,ton
Bawang,sayuran,Cabai Besar,2023,691.1,ton
Bawang,sayuran,Kentang,2023,0,ton
Bawang,sayuran,Kubis,2023,0,ton
Bawang,sayuran,Petsai,2023,0,ton
Bawang,sayuran,Tomat,2023,87.4,ton
Bawang,sayuran,Bawang Putih,2023,0,ton
Bawang,sayuran,Cabai Rawit,2023,679.96,ton
Bawang,buah_tahunan,Mangga,2023,0,ton
Bawang,buah_tahunan,Durian,2023,32.4,ton
Bawang,buah_tahunan,Pisang,2023,24.57,ton
Bawang,buah_tahunan,Pepaya,2023,15,ton
Bawang,buah_tahunan,Salak,2023,35.02,ton
Bawang,buah_tahunan,Jeruk Siam,2023,0,ton
Bawang,tanaman_hias,Agloenema,2023,0,tangkai
Bawang,tanaman_hias,Krisan,2023,0,tangkai
Bawang,tanaman_hias,Mawar,2023,0,tangkai
Bawang,tanaman_hias,Soka,2023,0,tangkai
Bawang,biofarmaka,Jahe,2023,0,tangkai
Bawang,biofarmaka,Laos,2023,0,tangkai
Bawang,biofarmaka,Kencur,2023,15750,tangkai
Bawang,biofarmaka,Kunyit,2023,0,tangkai
Bawang,sayuran,Bawang Merah,2024,0,ton
Bawang,sayuran,Cabai Besar,2024,1755.9,ton
Bawang,sayuran,Kentang,2024,0,ton
Bawang,sayuran,Kubis,2024,0,ton
Bawang,sayuran,Petsai,2024,0,ton
Bawang,sayuran,Tomat,2024,270.4,ton
Bawang,sayuran,Bawang Putih,2024,0,ton
Bawang,sayuran,Cabai Rawit,2024,2809.5,ton
Bawang,buah_tahunan,Mangga,2024,0,ton
Bawang,buah_tahunan,Durian,2024,0,ton
Bawang,buah_tahunan,Jeruk Besar,2024,0,ton
Bawang,buah_tahunan,Pisang,2024,0,ton
Bawang,buah_tahunan,Pepaya,2024,0,ton
Bawang,buah_tahunan,Salak,2024,0,ton
Bawang,buah_tahunan,Jeruk Siam,2024,0,ton
Bawang,tanaman_hias,Agloenema,2024,0,tangkai
Bawang,tanaman_hias,Krisan,2024,0,tangkai
Bawang,tanaman_hias,Mawar,2024,0,tangkai
Bawang,tanaman_hias,Soka,2024,0,tangkai
Bawang,biofarmaka,Jahe,2024,0,tangkai
Bawang,biofarmaka,Laos,2024,0,tangkai
Bawang,biofarmaka,Kencur,2024,0,tangkai
Bawang,biofarmaka,Kunyit,2024,0,tangkai
Kalibening,sayuran,Bawang Merah,2017,0,ton
Kalibening,sayuran,Cabai Besar,2017,0,ton
Kalibening,sayuran,Kentang,2017,231.8,ton
Kalibening,sayuran,Kubis,2017,1183.5,ton
Kalibening,sayuran,Petsai,2017,0,ton
Kalibening,sayuran,Tomat,2017,212.6,ton
Kalibening,sayuran,Bawang Putih,2017,0,ton
Kalibening,sayuran,Cabai Rawit,2017,0,ton
Kalibening,buah_tahunan,Mangga,2017,0,ton
Kalibening,buah_tahunan,Durian,2017,0,ton
Kalibening,buah_tahunan,Pisang,2017,147,ton
Kalibening,buah_tahunan,Pepaya,2017,14.3,ton
Kalibening,buah_tahunan,Salak,2017,5100,ton
Kalibening,sayuran,Bawang Merah,2018,0,ton
Kalibening,sayuran,Cabai Besar,2018,250,ton
Kalibening,sayuran,Kentang,2018,221.2,ton
Kalibening,sayuran,Kubis,2018,972,ton
Kalibening,sayuran,Petsai,2018,0,ton
Kalibening,sayuran,Tomat,2018,83.3,ton
Kalibening,sayuran,Bawang Putih,2018,0,ton
Kalibening,sayuran,Cabai Rawit,2018,67,ton
Kalibening,buah_tahunan,Mangga,2018,0,ton
Kalibening,buah_tahunan,Durian,2018,0,ton
Kalibening,buah_tahunan,Jeruk Besar,2018,0,ton
Kalibening,buah_tahunan,Pisang,2018,280,ton
Kalibening,buah_tahunan,Pepaya,2018,8.1,ton
Kalibening,buah_tahunan,Salak,2018,12000,ton
Kalibening,buah_tahunan,Jeruk Siam,2018,0,ton
Kalibening,sayuran,Bawang Merah,2019,0,ton
Kalibening,sayuran,Cabai Besar,2019,308,ton
Kalibening,sayuran,Kentang,2019,624,ton
Kalibening,sayuran,Kubis,2019,900,ton
Kalibening,sayuran,Petsai,2019,135,ton
Kalibening,sayuran,Tomat,2019,156.8,ton
Kalibening,sayuran,Bawang Putih,2019,0,ton
Kalibening,sayuran,Cabai Rawit,2019,112.2,ton
Kalibening,buah_tahunan,Mangga,2019,0,ton
Kalibening,buah_tahunan,Durian,2019,0,ton
Kalibening,buah_tahunan,Jeruk Besar,2019,0,ton
Kalibening,buah_tahunan,Pisang,2019,308,ton
Kalibening,buah_tahunan,Pepaya,2019,9.3,ton
Kalibening,buah_tahunan,Salak,2019,12000,ton
Kalibening,buah_tahunan,Jeruk Siam,2019,0,ton
Kalibening,tanaman_hias,Agloenema,2019,0,tangkai
Kalibening,tanaman_hias,Krisan,2019,0,tangkai
Kalibening,tanaman_hias,Mawar,2019,0,tangkai
Kalibening,tanaman_hias,Soka,2019,0,tangkai
Kalibening,biofarmaka,Jahe,2019,1400,tangkai
Kalibening,biofarmaka,Laos,2019,900,tangkai
Kalibening,biofarmaka,Kencur,2019,1200,tangkai
Kalibening,biofarmaka,Kunyit,2019,3200,tangkai
Kalibening,sayuran,Bawang Merah,2020,0,ton
Kalibening,sayuran,Cabai Besar,2020,644,ton
Kalibening,sayuran,Kentang,2020,364,ton
Kalibening,sayuran,Kubis,2020,2975,ton
Kalibening,sayuran,Petsai,2020,400,ton
Kalibening,sayuran,Tomat,2020,227.9,ton
Kalibening,sayuran,Bawang Putih,2020,14,ton
Kalibening,sayuran,Cabai Rawit,2020,241.2,ton
Kalibening,buah_tahunan,Mangga,2020,0,ton
Kalibening,buah_tahunan,Durian,2020,0,ton
Kalibening,buah_tahunan,Jeruk Besar,2020,0,ton
Kalibening,buah_tahunan,Pisang,2020,896,ton
Kalibening,buah_tahunan,Pepaya,2020,11.6,ton
Kalibening,buah_tahunan,Salak,2020,14420,ton
Kalibening,buah_tahunan,Jeruk Siam,2020,0,ton
Kalibening,tanaman_hias,Agloenema,2020,0,tangkai
Kalibening,tanaman_hias,Krisan,2020,0,tangkai
Kalibening,tanaman_hias,Mawar,2020,0,tangkai
Kalibening,tanaman_hias,Soka,2020,0,tangkai
Kalibening,biofarmaka,Jahe,2020,0,tangkai
Kalibening,biofarmaka,Laos,2020,1200,tangkai
Kalibening,biofarmaka,Kencur,2020,450,tangkai
Kalibening,biofarmaka,Kunyit,2020,3600,tangkai
Kalibening,sayuran,Bawang Merah,2021,0,ton
Kalibening,sayuran,Cabai Besar,2021,560,ton
Kalibening,sayuran,Kentang,2021,481,ton
Kalibening,sayuran,Kubis,2021,1421,ton
Kalibening,sayuran,Petsai,2021,175,ton
Kalibening,sayuran,Tomat,2021,349.8,ton
Kalibening,sayuran,Bawang Putih,2021,0,ton
Kalibening,sayuran,Cabai Rawit,2021,156,ton
Kalibening,buah_tahunan,Mangga,2021,0,ton
Kalibening,buah_tahunan,Durian,2021,0,ton
Kalibening,buah_tahunan,Jeruk Besar,2021,0,ton
Kalibening,buah_tahunan,Pisang,2021,694,ton
Kalibening,buah_tahunan,Pepaya,2021,31.9,ton
Kalibening,buah_tahunan,Salak,2021,9840,ton
Kalibening,buah_tahunan,Jeruk Siam,2021,0,ton
Kalibening,tanaman_hias,Agloenema,2021,0,tangkai
Kalibening,tanaman_hias,Krisan,2021,0,tangkai
Kalibening,tanaman_hias,Mawar,2021,0,tangkai
Kalibening,tanaman_hias,Soka,2021,0,tangkai
Kalibening,biofarmaka,Jahe,2021,2600,tangkai
Kalibening,biofarmaka,Laos,2021,2400,tangkai
Kalibening,biofarmaka,Kencur,2021,2700,tangkai
Kalibening,biofarmaka,Kunyit,2021,3200,tangkai
Kalibening,sayuran,Bawang Merah,2022,0,ton
Kalibening,sayuran,Cabai Besar,2022,893,ton
Kalibening,sayuran,Kentang,2022,267,ton
Kalibening,sayuran,Kubis,2022,941,ton
Kalibening,sayuran,Petsai,2022,220,ton
Kalibening,sayuran,Tomat,2022,266.4,ton
Kalibening,sayuran,Bawang Putih,2022,0,ton
Kalibening,sayuran,Cabai Rawit,2022,385,ton
Kalibening,buah_tahunan,Mangga,2022,0,ton
Kalibening,buah_tahunan,Durian,2022,0,ton
Kalibening,buah_tahunan,Jeruk Besar,2022,0,ton
Kalibening,buah_tahunan,Pisang,2022,210,ton
Kalibening,buah_tahunan,Pepaya,2022,47.8,ton
Kalibening,buah_tahunan,Salak,2022,9600,ton
Kalibening,buah_tahunan,Jeruk Siam,2022,0,ton
Kalibening,tanaman_hias,Agloenema,2022,0,tangkai
Kalibening,tanaman_hias,Krisan,2022,0,tangkai
Kalibening,tanaman_hias,Mawar,2022,0,tangkai
Kalibening,tanaman_hias,Soka,2022,0,tangkai
Kalibening,biofarmaka,Jahe,2022,2400,tangkai
Kalibening,biofarmaka,Laos,2022,2200,tangkai
Kalibening,biofarmaka,Kencur,2022,3600,tangkai
Kalibening,biofarmaka,Kunyit,2022,3852,tangkai
Kalibening,sayuran,Bawang Merah,2023,0,ton
Kalibening,sayuran,Cabai Besar,2023,1326.2,ton
Kalibening,sayuran,Kentang,2023,237.4,ton
Kalibening,sayuran,Kubis,2023,1135.8,ton
Kalibening,sayuran,Petsai,2023,130.3,ton
Kalibening,sayuran,Tomat,2023,198.2,ton
Kalibening,sayuran,Bawang Putih,2023,0,ton
Kalibening,sayuran,Cabai Rawit,2023,597.4,ton
Kalibening,buah_tahunan,Mangga,2023,0,ton
Kalibening,buah_tahunan,Durian,2023,0,ton
Kalibening,buah_tahunan,Pisang,2023,1827,ton
Kalibening,buah_tahunan,Pepaya,2023,27.12,ton
Kalibening,buah_tahunan,Salak,2023,4550,ton
Kalibening,buah_tahunan,Jeruk Siam,2023,0,ton
Kalibening,tanaman_hias,Agloenema,2023,0,tangkai
Kalibening,tanaman_hias,Krisan,2023,0,tangkai
Kalibening,tanaman_hias,Mawar,2023,0,tangkai
Kalibening,tanaman_hias,Soka,2023,0,tangkai
Kalibening,biofarmaka,Jahe,2023,350,tangkai
Kalibening,biofarmaka,Laos,2023,1200,tangkai
Kalibening,biofarmaka,Kencur,2023,600,tangkai
Kalibening,biofarmaka,Kunyit,2023,1200,tangkai
Kalibening,sayuran,Bawang Merah,2024,0,ton
Kalibening,sayuran,Cabai Besar,2024,1660.6,ton
Kalibening,sayuran,Kentang,2024,197,ton
Kalibening,sayuran,Kubis,2024,1495,ton
Kalibening,sayuran,Petsai,2024,137,ton
Kalibening,sayuran,Tomat,2024,226.45,ton
Kalibening,sayuran,Bawang Putih,2024,0,ton
Kalibening,sayuran,Cabai Rawit,2024,681,ton
Kalibening,buah_tahunan,Mangga,2024,0,ton
Kalibening,buah_tahunan,Durian,2024,0,ton
Kalibening,buah_tahunan,Jeruk Besar,2024,0,ton
Kalibening,buah_tahunan,Pisang,2024,16000,ton
Kalibening,buah_tahunan,Pepaya,2024,642.5,ton
Kalibening,buah_tahunan,Salak,2024,80880,ton
Kalibening,buah_tahunan,Jeruk Siam,2024,0,ton
Kalibening,tanaman_hias,Agloenema,2024,0,tangkai
Kalibening,tanaman_hias,Krisan,2024,0,tangkai
Kalibening,tanaman_hias,Mawar,2024,0,tangkai
Kalibening,tanaman_hias,Soka,2024,0,tangkai
Kalibening,biofarmaka,Jahe,2024,680,tangkai
Kalibening,biofarmaka,Laos,2024,1100,tangkai
Kalibening,biofarmaka,Kencur,2024,300,tangkai
Kalibening,biofarmaka,Kunyit,2024,1200,tangkai
Karangkobar,sayuran,Bawang Merah,2017,0,ton
Karangkobar,sayuran,Cabai Besar,2017,0,ton
Karangkobar,sayuran,Kentang,2017,0,ton
Karangkobar,sayuran,Kubis,2017,5997.6,ton
Karangkobar,sayuran,Petsai,2017,0,ton
Karangkobar,sayuran,Tomat,2017,2159.6,ton
Karangkobar,sayuran,Bawang Putih,2017,0,ton
Karangkobar,sayuran,Cabai Rawit,2017,0,ton
Karangkobar,buah_tahunan,Mangga,2017,0,ton
Karangkobar,buah_tahunan,Durian,2017,7.5,ton
Karangkobar,buah_tahunan,Pisang,2017,4057.1,ton
Karangkobar,buah_tahunan,Pepaya,2017,0,ton
Karangkobar,buah_tahunan,Salak,2017,17155.1,ton
Karangkobar,sayuran,Bawang Merah,2018,0,ton
Karangkobar,sayuran,Cabai Besar,2018,1018.4,ton
Karangkobar,sayuran,Kentang,2018,0,ton
Karangkobar,sayuran,Kubis,2018,5100,ton
Karangkobar,sayuran,Petsai,2018,0,ton
Karangkobar,sayuran,Tomat,2018,1270,ton
Karangkobar,sayuran,Bawang Putih,2018,0,ton
Karangkobar,sayuran,Cabai Rawit,2018,160,ton
Karangkobar,buah_tahunan,Mangga,2018,0,ton
Karangkobar,buah_tahunan,Durian,2018,0,ton
Karangkobar,buah_tahunan,Jeruk Besar,2018,21.4,ton
Karangkobar,buah_tahunan,Pisang,2018,2821.8,ton
Karangkobar,buah_tahunan,Pepaya,2018,0,ton
Karangkobar,buah_tahunan,Salak,2018,22481.7,ton
Karangkobar,buah_tahunan,Jeruk Siam,2018,0,ton
Karangkobar,sayuran,Bawang Merah,2019,0,ton
Karangkobar,sayuran,Cabai Besar,2019,335,ton
Karangkobar,sayuran,Kentang,2019,0,ton
Karangkobar,sayuran,Kubis,2019,2270,ton
Karangkobar,sayuran,Petsai,2019,351,ton
Karangkobar,sayuran,Tomat,2019,1191,ton
Karangkobar,sayuran,Bawang Putih,2019,115,ton
Karangkobar,sayuran,Cabai Rawit,2019,1166.2,ton
Karangkobar,buah_tahunan,Mangga,2019,0,ton
Karangkobar,buah_tahunan,Durian,2019,0.3,ton
Karangkobar,buah_tahunan,Jeruk Besar,2019,14.8,ton
Karangkobar,buah_tahunan,Pisang,2019,935.6,ton
Karangkobar,buah_tahunan,Pepaya,2019,0,ton
Karangkobar,buah_tahunan,Salak,2019,12745.1,ton
Karangkobar,buah_tahunan,Jeruk Siam,2019,29,ton
Karangkobar,tanaman_hias,Agloenema,2019,0,tangkai
Karangkobar,tanaman_hias,Krisan,2019,0,tangkai
Karangkobar,tanaman_hias,Mawar,2019,0,tangkai
Karangkobar,tanaman_hias,Soka,2019,0,tangkai
Karangkobar,biofarmaka,Jahe,2019,1860,tangkai
Karangkobar,biofarmaka,Laos,2019,0,tangkai
Karangkobar,biofarmaka,Kencur,2019,0,tangkai
Karangkobar,biofarmaka,Kunyit,2019,3390,tangkai
Karangkobar,sayuran,Bawang Merah,2020,0,ton
Karangkobar,sayuran,Cabai Besar,2020,298,ton
Karangkobar,sayuran,Kentang,2020,0,ton
Karangkobar,sayuran,Kubis,2020,2835,ton
Karangkobar,sayuran,Petsai,2020,360,ton
Karangkobar,sayuran,Tomat,2020,440,ton
Karangkobar,sayuran,Bawang Putih,2020,0,ton
Karangkobar,sayuran,Cabai Rawit,2020,453.2,ton
Karangkobar,buah_tahunan,Mangga,2020,0,ton
Karangkobar,buah_tahunan,Durian,2020,0.8,ton
Karangkobar,buah_tahunan,Jeruk Besar,2020,4.2,ton
Karangkobar,buah_tahunan,Pisang,2020,1491.2,ton
Karangkobar,buah_tahunan,Pepaya,2020,0,ton
Karangkobar,buah_tahunan,Salak,2020,18855.8,ton
Karangkobar,buah_tahunan,Jeruk Siam,2020,102.5,ton
Karangkobar,tanaman_hias,Agloenema,2020,0,tangkai
Karangkobar,tanaman_hias,Krisan,2020,0,tangkai
Karangkobar,tanaman_hias,Mawar,2020,0,tangkai
Karangkobar,tanaman_hias,Soka,2020,0,tangkai
Karangkobar,biofarmaka,Laos,2020,0,tangkai
Karangkobar,biofarmaka,Kencur,2020,0,tangkai
Karangkobar,biofarmaka,Kunyit,2020,330,tangkai
Karangkobar,sayuran,Bawang Merah,2021,0,ton
Karangkobar,sayuran,Cabai Besar,2021,210,ton
Karangkobar,sayuran,Kentang,2021,0,ton
Karangkobar,sayuran,Kubis,2021,1605,ton
Karangkobar,sayuran,Petsai,2021,148,ton
Karangkobar,sayuran,Tomat,2021,480,ton
Karangkobar,sayuran,Bawang Putih,2021,0,ton
Karangkobar,sayuran,Cabai Rawit,2021,212,ton
Karangkobar,buah_tahunan,Mangga,2021,0,ton
Karangkobar,buah_tahunan,Durian,2021,0,ton
Karangkobar,buah_tahunan,Jeruk Besar,2021,0,ton
Karangkobar,buah_tahunan,Pisang,2021,245,ton
Karangkobar,buah_tahunan,Pepaya,2021,0,ton
Karangkobar,buah_tahunan,Salak,2021,9131.1,ton
Karangkobar,buah_tahunan,Jeruk Siam,2021,13.4,ton
Karangkobar,tanaman_hias,Agloenema,2021,0,tangkai
Karangkobar,tanaman_hias,Krisan,2021,0,tangkai
Karangkobar,tanaman_hias,Mawar,2021,0,tangkai
Karangkobar,tanaman_hias,Soka,2021,0,tangkai
Karangkobar,biofarmaka,Jahe,2021,1425,tangkai
Karangkobar,biofarmaka,Laos,2021,0,tangkai
Karangkobar,biofarmaka,Kencur,2021,0,tangkai
Karangkobar,biofarmaka,Kunyit,2021,435,tangkai
Karangkobar,sayuran,Bawang Merah,2022,0,ton
Karangkobar,sayuran,Cabai Besar,2022,566.3,ton
Karangkobar,sayuran,Kentang,2022,0,ton
Karangkobar,sayuran,Kubis,2022,1497,ton
Karangkobar,sayuran,Petsai,2022,285,ton
Karangkobar,sayuran,Tomat,2022,762.6,ton
Karangkobar,sayuran,Bawang Putih,2022,0,ton
Karangkobar,sayuran,Cabai Rawit,2022,428,ton
Karangkobar,buah_tahunan,Mangga,2022,0,ton
Karangkobar,buah_tahunan,Durian,2022,9.2,ton
Karangkobar,buah_tahunan,Jeruk Besar,2022,0,ton
Karangkobar,buah_tahunan,Pisang,2022,11476.2,ton
Karangkobar,buah_tahunan,Pepaya,2022,0,ton
Karangkobar,buah_tahunan,Salak,2022,17424.7,ton
Karangkobar,buah_tahunan,Jeruk Siam,2022,0,ton
Karangkobar,tanaman_hias,Agloenema,2022,0,tangkai
Karangkobar,tanaman_hias,Krisan,2022,0,tangkai
Karangkobar,tanaman_hias,Mawar,2022,0,tangkai
Karangkobar,tanaman_hias,Soka,2022,0,tangkai
Karangkobar,biofarmaka,Jahe,2022,500,tangkai
Karangkobar,biofarmaka,Laos,2022,100,tangkai
Karangkobar,biofarmaka,Kencur,2022,0,tangkai
Karangkobar,biofarmaka,Kunyit,2022,208,tangkai
Karangkobar,sayuran,Bawang Merah,2023,0,ton
Karangkobar,sayuran,Cabai Besar,2023,1152.5,ton
Karangkobar,sayuran,Kentang,2023,0,ton
Karangkobar,sayuran,Kubis,2023,930,ton
Karangkobar,sayuran,Petsai,2023,261,ton
Karangkobar,sayuran,Tomat,2023,1044,ton
Karangkobar,sayuran,Bawang Putih,2023,0,ton
Karangkobar,sayuran,Cabai Rawit,2023,642,ton
Karangkobar,buah_tahunan,Mangga,2023,0,ton
Karangkobar,buah_tahunan,Durian,2023,6.12,ton
Karangkobar,buah_tahunan,Pisang,2023,18921.2,ton
Karangkobar,buah_tahunan,Pepaya,2023,0,ton
Karangkobar,buah_tahunan,Salak,2023,3388.77,ton
Karangkobar,buah_tahunan,Jeruk Siam,2023,0.45,ton
Karangkobar,tanaman_hias,Agloenema,2023,0,tangkai
Karangkobar,tanaman_hias,Krisan,2023,0,tangkai
Karangkobar,tanaman_hias,Mawar,2023,0,tangkai
Karangkobar,tanaman_hias,Soka,2023,0,tangkai
Karangkobar,biofarmaka,Jahe,2023,2200,tangkai
Karangkobar,biofarmaka,Laos,2023,0,tangkai
Karangkobar,biofarmaka,Kencur,2023,0,tangkai
Karangkobar,biofarmaka,Kunyit,2023,2804,tangkai
Karangkobar,sayuran,Bawang Merah,2024,0,ton
Karangkobar,sayuran,Cabai Besar,2024,899.5,ton
Karangkobar,sayuran,Kentang,2024,0,ton
Karangkobar,sayuran,Kubis,2024,810,ton
Karangkobar,sayuran,Petsai,2024,276,ton
Karangkobar,sayuran,Tomat,2024,825,ton
Karangkobar,sayuran,Bawang Putih,2024,0,ton
Karangkobar,sayuran,Cabai Rawit,2024,442,ton
Karangkobar,buah_tahunan,Mangga,2024,0,ton
Karangkobar,buah_tahunan,Durian,2024,9.5,ton
Karangkobar,buah_tahunan,Jeruk Besar,2024,0,ton
Karangkobar,buah_tahunan,Pisang,2024,6845.4,ton
Karangkobar,buah_tahunan,Pepaya,2024,0,ton
Karangkobar,buah_tahunan,Salak,2024,6186.19,ton
Karangkobar,buah_tahunan,Jeruk Siam,2024,0,ton
Karangkobar,tanaman_hias,Agloenema,2024,0,tangkai
Karangkobar,tanaman_hias,Krisan,2024,0,tangkai
Karangkobar,tanaman_hias,Mawar,2024,0,tangkai
Karangkobar,tanaman_hias,Soka,2024,0,tangkai
Karangkobar,biofarmaka,Jahe,2024,2450,tangkai
Karangkobar,biofarmaka,Laos,2024,0,tangkai
