Kecamatan,Kelompok,Komoditas,Tahun,Nilai,Satuan
Karangkobar,biofarmaka,Kencur,2024,0,tangkai
Karangkobar,biofarmaka,Kunyit,2024,2010,tangkai
Madukara,sayuran,Bawang Merah,2017,0,ton
Madukara,sayuran,Cabai Besar,2017,0,ton
Madukara,sayuran,Kentang,2017,0,ton
Madukara,sayuran,Kubis,2017,0,ton
Madukara,sayuran,Petsai,2017,0,ton
Madukara,sayuran,Tomat,2017,0,ton
Madukara,sayuran,Bawang Putih,2017,0,ton
Madukara,sayuran,Cabai Rawit,2017,0,ton
Madukara,buah_tahunan,Mangga,2017,12.5,ton
Madukara,buah_tahunan,Durian,2017,209.5,ton
Madukara,buah_tahunan,Pisang,2017,6.5,ton
Madukara,buah_tahunan,Pepaya,2017,90,ton
Madukara,buah_tahunan,Salak,2017,161633.7,ton
Madukara,sayuran,Bawang Merah,2018,0,ton
Madukara,sayuran,Cabai Besar,2018,27.2,ton
Madukara,sayuran,Kentang,2018,0,ton
Madukara,sayuran,Kubis,2018,0,ton
Madukara,sayuran,Petsai,2018,0,ton
Madukara,sayuran,Tomat,2018,0,ton
Madukara,sayuran,Bawang Putih,2018,0,ton
Madukara,sayuran,Cabai Rawit,2018,2,ton
Madukara,buah_tahunan,Mangga,2018,14,ton
Madukara,buah_tahunan,Durian,2018,1090.2,ton
Madukara,buah_tahunan,Jeruk Besar,2018,0,ton
Madukara,buah_tahunan,Pisang,2018,84.8,ton
Madukara,buah_tahunan,Pepaya,2018,49,ton
Madukara,buah_tahunan,Salak,2018,104090.4,ton
Madukara,buah_tahunan,Jeruk Siam,2018,0,ton
Madukara,sayuran,Bawang Merah,2019,0,ton
Madukara,sayuran,Cabai Besar,2019,18.3,ton
Madukara,sayuran,Kentang,2019,0,ton
Madukara,sayuran,Kubis,2019,0,ton
Madukara,sayuran,Petsai,2019,0,ton
Madukara,sayuran,Tomat,2019,0,ton
Madukara,sayuran,Bawang Putih,2019,0,ton
Madukara,sayuran,Cabai Rawit,2019,14.2,ton
Madukara,buah_tahunan,Mangga,2019,9.4,ton
Madukara,buah_tahunan,Durian,2019,412.5,ton
Madukara,buah_tahunan,Jeruk Besar,2019,0,ton
Madukara,buah_tahunan,Pisang,2019,75.4,ton
Madukara,buah_tahunan,Pepaya,2019,1.7,ton
Madukara,buah_tahunan,Salak,2019,71349,ton
Madukara,buah_tahunan,Jeruk Siam,2019,4.8,ton
Madukara,tanaman_hias,Agloenema,2019,0,tangkai
Madukara,tanaman_hias,Krisan,2019,0,tangkai
Madukara,tanaman_hias,Mawar,2019,0,tangkai
Madukara,tanaman_hias,Soka,2019,0,tangkai
Madukara,biofarmaka,Jahe,2019,0,tangkai
Madukara,biofarmaka,Laos,2019,0,tangkai
Madukara,biofarmaka,Kencur,2019,0,tangkai
Madukara,biofarmaka,Kunyit,2019,0,tangkai
Madukara,sayuran,Bawang Merah,2020,0,ton
Madukara,sayuran,Cabai Besar,2020,6.6,ton
Madukara,sayuran,Kentang,2020,0,ton
Madukara,sayuran,Kubis,2020,0,ton
Madukara,sayuran,Petsai,2020,0,ton
Madukara,sayuran,Tomat,2020,0,ton
Madukara,sayuran,Bawang Putih,2020,0,ton
Madukara,sayuran,Cabai Rawit,2020,0,ton
Madukara,buah_tahunan,Mangga,2020,17.5,ton
Madukara,buah_tahunan,Durian,2020,4422,ton
Madukara,buah_tahunan,Jeruk Besar,2020,0,ton
Madukara,buah_tahunan,Pisang,2020,233.2,ton
Madukara,buah_tahunan,Pepaya,2020,39.7,ton
Madukara,buah_tahunan,Salak,2020,141986.2,ton
Madukara,buah_tahunan,Jeruk Siam,2020,0,ton
Madukara,tanaman_hias,Agloenema,2020,0,tangkai
Madukara,tanaman_hias,Krisan,2020,0,tangkai
Madukara,tanaman_hias,Mawar,2020,0,tangkai
Madukara,tanaman_hias,Soka,2020,0,tangkai
Madukara,biofarmaka,Jahe,2020,0,tangkai
Madukara,biofarmaka,Laos,2020,0,tangkai
Madukara,biofarmaka,Kencur,2020,0,tangkai
Madukara,biofarmaka,Kunyit,2020,0,tangkai
Madukara,sayuran,Bawang Merah,2021,0,ton
Madukara,sayuran,Cabai Besar,2021,6.5,ton
Madukara,sayuran,Kentang,2021,0,ton
Madukara,sayuran,Kubis,2021,0,ton
Madukara,sayuran,Petsai,2021,0,ton
Madukara,sayuran,Tomat,2021,0,ton
Madukara,sayuran,Bawang Putih,2021,0,ton
Madukara,sayuran,Cabai Rawit,2021,4.9,ton
Madukara,buah_tahunan,Mangga,2021,0,ton
Madukara,buah_tahunan,Durian,2021,0,ton
Madukara,buah_tahunan,Jeruk Besar,2021,0,ton
Madukara,buah_tahunan,Pisang,2021,222.5,ton
Madukara,buah_tahunan,Pepaya,2021,28.4,ton
Madukara,buah_tahunan,Salak,2021,110122.5,ton
Madukara,buah_tahunan,Jeruk Siam,2021,0,ton
Madukara,tanaman_hias,Agloenema,2021,0,tangkai
Madukara,tanaman_hias,Krisan,2021,0,tangkai
Madukara,tanaman_hias,Mawar,2021,0,tangkai
Madukara,tanaman_hias,Soka,2021,0,tangkai
Madukara,biofarmaka,Jahe,2021,0,tangkai
Madukara,biofarmaka,Laos,2021,0,tangkai
Madukara,biofarmaka,Kencur,2021,0,tangkai
Madukara,biofarmaka,Kunyit,2021,0,tangkai
Madukara,sayuran,Bawang Merah,2022,0,ton
Madukara,sayuran,Cabai Besar,2022,15.8,ton
Madukara,sayuran,Kentang,2022,0,ton
Madukara,sayuran,Kubis,2022,0,ton
Madukara,sayuran,Petsai,2022,0,ton
Madukara,sayuran,Tomat,2022,0,ton
Madukara,sayuran,Bawang Putih,2022,0,ton
Madukara,sayuran,Cabai Rawit,2022,0,ton
Madukara,buah_tahunan,Mangga,2022,0,ton
Madukara,buah_tahunan,Durian,2022,182.4,ton
Madukara,buah_tahunan,Jeruk Besar,2022,0,ton
Madukara,buah_tahunan,Pisang,2022,242.6,ton
Madukara,buah_tahunan,Pepaya,2022,41.5,ton
Madukara,buah_tahunan,Salak,2022,24970.3,ton
Madukara,buah_tahunan,Jeruk Siam,2022,0,ton
Madukara,tanaman_hias,Agloenema,2022,0,tangkai
Madukara,tanaman_hias,Krisan,2022,0,tangkai
Madukara,tanaman_hias,Mawar,2022,0,tangkai
Madukara,tanaman_hias,Soka,2022,0,tangkai
Madukara,biofarmaka,Jahe,2022,7500,tangkai
Madukara,biofarmaka,Laos,2022,0,tangkai
Madukara,biofarmaka,Kencur,2022,0,tangkai
Madukara,biofarmaka,Kunyit,2022,0,tangkai
Madukara,sayuran,Bawang Merah,2023,0,ton
Madukara,sayuran,Cabai Besar,2023,1,ton
Madukara,sayuran,Kentang,2023,0,ton
Madukara,sayuran,Kubis,2023,0,ton
Madukara,sayuran,Petsai,2023,0,ton
Madukara,sayuran,Tomat,2023,0,ton
Madukara,sayuran,Bawang Putih,2023,0,ton
Madukara,sayuran,Cabai Rawit,2023,18.8,ton
Madukara,buah_tahunan,Mangga,2023,0,ton
Madukara,buah_tahunan,Durian,2023,40.42,ton
Madukara,buah_tahunan,Pisang,2023,40.04,ton
Madukara,buah_tahunan,Pepaya,2023,2.52,ton
Madukara,buah_tahunan,Salak,2023,10159.76,ton
Madukara,buah_tahunan,Jeruk Siam,2023,0,ton
Madukara,tanaman_hias,Agloenema,2023,0,tangkai
Madukara,tanaman_hias,Krisan,2023,0,tangkai
Madukara,tanaman_hias,Mawar,2023,0,tangkai
Madukara,tanaman_hias,Soka,2023,0,tangkai
Madukara,biofarmaka,Jahe,2023,7500,tangkai
Madukara,biofarmaka,Laos,2023,0,tangkai
Madukara,biofarmaka,Kencur,2023,3087,tangkai
Madukara,biofarmaka,Kunyit,2023,0,tangkai
Madukara,sayuran,Bawang Merah,2024,0,ton
Madukara,sayuran,Cabai Besar,2024,0,ton
Madukara,sayuran,Kentang,2024,0,ton
Madukara,sayuran,Kubis,2024,0,ton
Madukara,sayuran,Petsai,2024,0,ton
Madukara,sayuran,Tomat,2024,0,ton
Madukara,sayuran,Bawang Putih,2024,0,ton
Madukara,sayuran,Cabai Rawit,2024,31.21,ton
Madukara,buah_tahunan,Mangga,2024,9.74,ton
Madukara,buah_tahunan,Durian,2024,53.82,ton
Madukara,buah_tahunan,Jeruk Besar,2024,0,ton
Madukara,buah_tahunan,Pisang,2024,1552.42,ton
Madukara,buah_tahunan,Pepaya,2024,1159.8,ton
Madukara,buah_tahunan,Salak,2024,23640.34,ton
Madukara,buah_tahunan,Jeruk Siam,2024,0,ton
Madukara,tanaman_hias,Agloenema,2024,0,tangkai
Madukara,tanaman_hias,Krisan,2024,0,tangkai
Madukara,tanaman_hias,Mawar,2024,0,tangkai
Madukara,tanaman_hias,Soka,2024,0,tangkai
Madukara,biofarmaka,Jahe,2024,8400,tangkai
Madukara,biofarmaka,Laos,2024,700,tangkai
Madukara,biofarmaka,Kencur,2024,2083,tangkai
Madukara,biofarmaka,Kunyit,2024,1265,tangkai
Mandiraja,sayuran,Bawang Merah,2017,0,ton
Mandiraja,sayuran,Cabai Besar,2017,0,ton
Mandiraja,sayuran,Kentang,2017,0,ton
Mandiraja,sayuran,Kubis,2017,0,ton
Mandiraja,sayuran,Petsai,2017,0,ton
Mandiraja,sayuran,Tomat,2017,0,ton
Mandiraja,sayuran,Bawang Putih,2017,0,ton
Mandiraja,sayuran,Cabai Rawit,2017,0,ton
Mandiraja,buah_tahunan,Mangga,2017,20,ton
Mandiraja,buah_tahunan,Durian,2017,379,ton
Mandiraja,buah_tahunan,Pisang,2017,884,ton
Mandiraja,buah_tahunan,Pepaya,2017,26.3,ton
Mandiraja,buah_tahunan,Salak,2017,44.8,ton
Mandiraja,sayuran,Bawang Merah,2018,0,ton
Mandiraja,sayuran,Cabai Besar,2018,20,ton
Mandiraja,sayuran,Kentang,2018,0,ton
Mandiraja,sayuran,Kubis,2018,0,ton
Mandiraja,sayuran,Petsai,2018,0,ton
Mandiraja,sayuran,Tomat,2018,0,ton
Mandiraja,sayuran,Bawang Putih,2018,0,ton
Mandiraja,sayuran,Cabai Rawit,2018,10,ton
Mandiraja,buah_tahunan,Mangga,2018,225,ton
Mandiraja,buah_tahunan,Durian,2018,334.2,ton
Mandiraja,buah_tahunan,Jeruk Besar,2018,15,ton
Mandiraja,buah_tahunan,Pisang,2018,1097.2,ton
Mandiraja,buah_tahunan,Pepaya,2018,40.2,ton
Mandiraja,buah_tahunan,Salak,2018,61.1,ton
Mandiraja,buah_tahunan,Jeruk Siam,2018,37,ton
Mandiraja,sayuran,Bawang Merah,2019,0,ton
Mandiraja,sayuran,Cabai Besar,2019,162.5,ton
Mandiraja,sayuran,Kentang,2019,0,ton
Mandiraja,sayuran,Kubis,2019,0,ton
Mandiraja,sayuran,Petsai,2019,0,ton
Mandiraja,sayuran,Tomat,2019,0,ton
Mandiraja,sayuran,Bawang Putih,2019,0,ton
Mandiraja,sayuran,Cabai Rawit,2019,35.2,ton
Mandiraja,buah_tahunan,Mangga,2019,1250,ton
Mandiraja,buah_tahunan,Durian,2019,4124,ton
Mandiraja,buah_tahunan,Jeruk Besar,2019,2,ton
Mandiraja,buah_tahunan,Pisang,2019,5537.4,ton
Mandiraja,buah_tahunan,Pepaya,2019,71.5,ton
Mandiraja,buah_tahunan,Salak,2019,151.6,ton
Mandiraja,buah_tahunan,Jeruk Siam,2019,85,ton
Mandiraja,tanaman_hias,Agloenema,2019,0,tangkai
Mandiraja,tanaman_hias,Krisan,2019,0,tangkai
Mandiraja,tanaman_hias,Mawar,2019,0,tangkai
Mandiraja,tanaman_hias,Soka,2019,0,tangkai
Mandiraja,biofarmaka,Jahe,2019,2000,tangkai
Mandiraja,biofarmaka,Laos,2019,1800,tangkai
Mandiraja,biofarmaka,Kencur,2019,1369,tangkai
Mandiraja,biofarmaka,Kunyit,2019,2000,tangkai
Mandiraja,sayuran,Bawang Merah,2020,0,ton
Mandiraja,sayuran,Cabai Besar,2020,45,ton
Mandiraja,sayuran,Kentang,2020,0,ton
Mandiraja,sayuran,Kubis,2020,0,ton
Mandiraja,sayuran,Petsai,2020,0,ton
Mandiraja,sayuran,Tomat,2020,0,ton
Mandiraja,sayuran,Bawang Putih,2020,0,ton
Mandiraja,sayuran,Cabai Rawit,2020,20,ton
Mandiraja,buah_tahunan,Mangga,2020,900,ton
Mandiraja,buah_tahunan,Durian,2020,0,ton
Mandiraja,buah_tahunan,Jeruk Besar,2020,0,ton
Mandiraja,buah_tahunan,Pisang,2020,5955.2,ton
Mandiraja,buah_tahunan,Pepaya,2020,160,ton
Mandiraja,buah_tahunan,Salak,2020,62.9,ton
Mandiraja,buah_tahunan,Jeruk Siam,2020,0,ton
Mandiraja,tanaman_hias,Agloenema,2020,0,tangkai
Mandiraja,tanaman_hias,Krisan,2020,0,tangkai
Mandiraja,tanaman_hias,Mawar,2020,0,tangkai
Mandiraja,tanaman_hias,Soka,2020,0,tangkai
Mandiraja,biofarmaka,Jahe,2020,0,tangkai
Mandiraja,biofarmaka,Laos,2020,2000,tangkai
Mandiraja,biofarmaka,Kencur,2020,1819,tangkai
Mandiraja,biofarmaka,Kunyit,2020,2500,tangkai
Mandiraja,sayuran,Bawang Merah,2021,42.3,ton
Mandiraja,sayuran,Cabai Besar,2021,60.9,ton
Mandiraja,sayuran,Kentang,2021,0,ton
Mandiraja,sayuran,Kubis,2021,0,ton
Mandiraja,sayuran,Petsai,2021,0,ton
Mandiraja,sayuran,Tomat,2021,0,ton
Mandiraja,sayuran,Bawang Putih,2021,0,ton
Mandiraja,sayuran,Cabai Rawit,2021,60.2,ton
Mandiraja,buah_tahunan,Mangga,2021,42,ton
Mandiraja,buah_tahunan,Durian,2021,167.6,ton
Mandiraja,buah_tahunan,Jeruk Besar,2021,0,ton
Mandiraja,buah_tahunan,Pisang,2021,1680.4,ton
Mandiraja,buah_tahunan,Pepaya,2021,229.6,ton
Mandiraja,buah_tahunan,Salak,2021,84.5,ton
Mandiraja,buah_tahunan,Jeruk Siam,2021,0,ton
Mandiraja,tanaman_hias,Agloenema,2021,0,tangkai
Mandiraja,tanaman_hias,Krisan,2021,0,tangkai
Mandiraja,tanaman_hias,Mawar,2021,0,tangkai
Mandiraja,tanaman_hias,Soka,2021,0,tangkai
Mandiraja,biofarmaka,Jahe,2021,9780,tangkai
Mandiraja,biofarmaka,Laos,2021,0,tangkai
Mandiraja,biofarmaka,Kencur,2021,0,tangkai
Mandiraja,biofarmaka,Kunyit,2021,0,tangkai
Mandiraja,sayuran,Bawang Merah,2022,15,ton
Mandiraja,sayuran,Cabai Besar,2022,22.5,ton
Mandiraja,sayuran,Kentang,2022,0,ton
Mandiraja,sayuran,Kubis,2022,0,ton
Mandiraja,sayuran,Petsai,2022,0,ton
Mandiraja,sayuran,Tomat,2022,0,ton
Mandiraja,sayuran,Bawang Putih,2022,0,ton
Mandiraja,sayuran,Cabai Rawit,2022,4.7,ton
Mandiraja,buah_tahunan,Mangga,2022,42,ton
Mandiraja,buah_tahunan,Durian,2022,0,ton
Mandiraja,buah_tahunan,Jeruk Besar,2022,0,ton
Mandiraja,buah_tahunan,Pisang,2022,997,ton
Mandiraja,buah_tahunan,Pepaya,2022,126.2,ton
Mandiraja,buah_tahunan,Salak,2022,1.3,ton
Mandiraja,buah_tahunan,Jeruk Siam,2022,0,ton
Mandiraja,tanaman_hias,Agloenema,2022,0,tangkai
Mandiraja,tanaman_hias,Krisan,2022,0,tangkai
Mandiraja,tanaman_hias,Mawar,2022,0,tangkai
Mandiraja,tanaman_hias,Soka,2022,0,tangkai
Mandiraja,biofarmaka,Jahe,2022,1250,tangkai
Mandiraja,biofarmaka,Laos,2022,0,tangkai
Mandiraja,biofarmaka,Kencur,2022,0,tangkai
Mandiraja,biofarmaka,Kunyit,2022,500,tangkai
Mandiraja,sayuran,Bawang Merah,2023,0.2,ton
Mandiraja,sayuran,Cabai Besar,2023,8.3,ton
Mandiraja,sayuran,Kentang,2023,0,ton
Mandiraja,sayuran,Kubis,2023,0,ton
Mandiraja,sayuran,Petsai,2023,0,ton
Mandiraja,sayuran,Tomat,2023,0,ton
Mandiraja,sayuran,Bawang Putih,2023,0,ton
Mandiraja,sayuran,Cabai Rawit,2023,7.48,ton
Mandiraja,buah_tahunan,Mangga,2023,0,ton
Mandiraja,buah_tahunan,Durian,2023,27.5,ton
Mandiraja,buah_tahunan,Pisang,2023,349.6,ton
Mandiraja,buah_tahunan,Pepaya,2023,44.03,ton
Mandiraja,buah_tahunan,Salak,2023,0,ton
Mandiraja,buah_tahunan,Jeruk Siam,2023,0,ton
Mandiraja,tanaman_hias,Agloenema,2023,0,tangkai
Mandiraja,tanaman_hias,Krisan,2023,0,tangkai
Mandiraja,tanaman_hias,Mawar,2023,0,tangkai
Mandiraja,tanaman_hias,Soka,2023,0,tangkai
Mandiraja,biofarmaka,Jahe,2023,3570,tangkai
Mandiraja,biofarmaka,Laos,2023,0,tangkai
Mandiraja,biofarmaka,Kencur,2023,0,tangkai
Mandiraja,biofarmaka,Kunyit,2023,0,tangkai
Mandiraja,sayuran,Bawang Merah,2024,0,ton
Mandiraja,sayuran,Cabai Besar,2024,59.8,ton
Mandiraja,sayuran,Kentang,2024,0,ton
Mandiraja,sayuran,Kubis,2024,0,ton
Mandiraja,sayuran,Petsai,2024,0,ton
Mandiraja,sayuran,Tomat,2024,0,ton
Mandiraja,sayuran,Bawang Putih,2024,0,ton
Mandiraja,sayuran,Cabai Rawit,2024,5.77,ton
Mandiraja,buah_tahunan,Mangga,2024,3.25,ton
Mandiraja,buah_tahunan,Durian,2024,34.1,ton
Mandiraja,buah_tahunan,Jeruk Besar,2024,0,ton
Mandiraja,buah_tahunan,Pisang,2024,73.59,ton
Mandiraja,buah_tahunan,Pepaya,2024,59.62,ton
Mandiraja,buah_tahunan,Salak,2024,0.4,ton
Mandiraja,buah_tahunan,Jeruk Siam,2024,0,ton
Mandiraja,tanaman_hias,Agloenema,2024,0,tangkai
Mandiraja,tanaman_hias,Krisan,2024,0,tangkai
Mandiraja,tanaman_hias,Mawar,2024,0,tangkai
Mandiraja,tanaman_hias,Soka,2024,0,tangkai
Mandiraja,biofarmaka,Jahe,2024,0,tangkai
Mandiraja,biofarmaka,Laos,2024,570,tangkai
Mandiraja,biofarmaka,Kencur,2024,375,tangkai
Mandiraja,biofarmaka,Kunyit,2024,0,tangkai
Pagedongan,sayuran,Bawang Merah,2017,0,ton
Pagedongan,sayuran,Cabai Besar,2017,0,ton
Pagedongan,sayuran,Kentang,2017,0,ton
Pagedongan,sayuran,Kubis,2017,0,ton
Pagedongan,sayuran,Petsai,2017,0,ton
Pagedongan,sayuran,Tomat,2017,0,ton
Pagedongan,sayuran,Bawang Putih,2017,0,ton
Pagedongan,sayuran,Cabai Rawit,2017,0,ton
Pagedongan,buah_tahunan,Mangga,2017,0,ton
Pagedongan,buah_tahunan,Durian,2017,0,ton
Pagedongan,buah_tahunan,Pisang,2017,109,ton
Pagedongan,buah_tahunan,Pepaya,2017,11.6,ton
Pagedongan,buah_tahunan,Salak,2017,4859,ton
Pagedongan,sayuran,Bawang Merah,2018,0,ton
Pagedongan,sayuran,Cabai Besar,2018,0.8,ton
Pagedongan,sayuran,Kentang,2018,0,ton
Pagedongan,sayuran,Kubis,2018,0,ton
Pagedongan,sayuran,Petsai,2018,0,ton
Pagedongan,sayuran,Tomat,2018,0,ton
Pagedongan,sayuran,Bawang Putih,2018,0,ton
Pagedongan,sayuran,Cabai Rawit,2018,70,ton
Pagedongan,buah_tahunan,Mangga,2018,14.1,ton
Pagedongan,buah_tahunan,Durian,2018,0,ton
Pagedongan,buah_tahunan,Jeruk Besar,2018,0,ton
Pagedongan,buah_tahunan,Pisang,2018,516.9,ton
Pagedongan,buah_tahunan,Pepaya,2018,99.4,ton
Pagedongan,buah_tahunan,Salak,2018,4248.9,ton
Pagedongan,buah_tahunan,Jeruk Siam,2018,0,ton
Pagedongan,sayuran,Bawang Merah,2019,0,ton
Pagedongan,sayuran,Cabai Besar,2019,0.6,ton
Pagedongan,sayuran,Kentang,2019,0,ton
Pagedongan,sayuran,Kubis,2019,0,ton
Pagedongan,sayuran,Petsai,2019,0,ton
Pagedongan,sayuran,Tomat,2019,0,ton
Pagedongan,sayuran,Bawang Putih,2019,0,ton
Pagedongan,sayuran,Cabai Rawit,2019,22.4,ton
Pagedongan,buah_tahunan,Mangga,2019,0,ton
Pagedongan,buah_tahunan,Durian,2019,1512,ton
Pagedongan,buah_tahunan,Jeruk Besar,2019,0,ton
Pagedongan,buah_tahunan,Pisang,2019,3048.8,ton
Pagedongan,buah_tahunan,Pepaya,2019,307.2,ton
Pagedongan,buah_tahunan,Salak,2019,972.3,ton
Pagedongan,buah_tahunan,Jeruk Siam,2019,0,ton
Pagedongan,tanaman_hias,Agloenema,2019,0,tangkai
Pagedongan,tanaman_hias,Krisan,2019,0,tangkai
Pagedongan,tanaman_hias,Mawar,2019,0,tangkai
Pagedongan,tanaman_hias,Soka,2019,0,tangkai
Pagedongan,biofarmaka,Jahe,2019,0,tangkai
Pagedongan,biofarmaka,Laos,2019,0,tangkai
Pagedongan,biofarmaka,Kencur,2019,0,tangkai
Pagedongan,biofarmaka,Kunyit,2019,0,tangkai
Pagedongan,sayuran,Bawang Merah,2020,0,ton
Pagedongan,sayuran,Cabai Besar,2020,0,ton
Pagedongan,sayuran,Kentang,2020,0,ton
Pagedongan,sayuran,Kubis,2020,0,ton
Pagedongan,sayuran,Petsai,2020,0,ton
Pagedongan,sayuran,Tomat,2020,0,ton
Pagedongan,sayuran,Bawang Putih,2020,0,ton
Pagedongan,sayuran,Cabai Rawit,2020,1272.5,ton
Pagedongan,buah_tahunan,Mangga,2020,383.6,ton
Pagedongan,buah_tahunan,Durian,2020,0,ton
Pagedongan,buah_tahunan,Jeruk Besar,2020,0,ton
Pagedongan,buah_tahunan,Pisang,2020,6265.5,ton
Pagedongan,buah_tahunan,Pepaya,2020,256.7,ton
Pagedongan,buah_tahunan,Salak,2020,3557.9,ton
Pagedongan,buah_tahunan,Jeruk Siam,2020,0,ton
Pagedongan,tanaman_hias,Agloenema,2020,0,tangkai
Pagedongan,tanaman_hias,Krisan,2020,0,tangkai
Pagedongan,tanaman_hias,Mawar,2020,0,tangkai
Pagedongan,tanaman_hias,Soka,2020,0,tangkai
Pagedongan,biofarmaka,Jahe,2020,0,tangkai
Pagedongan,biofarmaka,Laos,2020,0,tangkai
Pagedongan,biofarmaka,Kencur,2020,0,tangkai
Pagedongan,biofarmaka,Kunyit,2020,0,tangkai
Pagedongan,sayuran,Bawang Merah,2021,0,ton
Pagedongan,sayuran,Cabai Besar,2021,100.2,ton
Pagedongan,sayuran,Kentang,2021,0,ton
Pagedongan,sayuran,Kubis,2021,0,ton
Pagedongan,sayuran,Petsai,2021,0,ton
Pagedongan,sayuran,Tomat,2021,0,ton
Pagedongan,sayuran,Bawang Putih,2021,0,ton
Pagedongan,sayuran,Cabai Rawit,2021,658,ton
Pagedongan,buah_tahunan,Mangga,2021,0,ton
Pagedongan,buah_tahunan,Durian,2021,33.3,ton
Pagedongan,buah_tahunan,Jeruk Besar,2021,0,ton
Pagedongan,buah_tahunan,Pisang,2021,4671.2,ton
Pagedongan,buah_tahunan,Pepaya,2021,112.5,ton
Pagedongan,buah_tahunan,Salak,2021,214.3,ton
Pagedongan,buah_tahunan,Jeruk Siam,2021,0,ton
Pagedongan,tanaman_hias,Agloenema,2021,0,tangkai
Pagedongan,tanaman_hias,Krisan,2021,0,tangkai
Pagedongan,tanaman_hias,Mawar,2021,0,tangkai
Pagedongan,tanaman_hias,Soka,2021,0,tangkai
Pagedongan,biofarmaka,Jahe,2021,0,tangkai
Pagedongan,biofarmaka,Laos,2021,0,tangkai
Pagedongan,biofarmaka,Kencur,2021,0,tangkai
Pagedongan,biofarmaka,Kunyit,2021,0,tangkai
Pagedongan,sayuran,Bawang Merah,2022,0,ton
Pagedongan,sayuran,Cabai Besar,2022,0,ton
Pagedongan,sayuran,Kentang,2022,0,ton
Pagedongan,sayuran,Kubis,2022,0,ton
Pagedongan,sayuran,Petsai,2022,0,ton
Pagedongan,sayuran,Tomat,2022,0,ton
Pagedongan,sayuran,Bawang Putih,2022,0,ton
Pagedongan,sayuran,Cabai Rawit,2022,288.6,ton
Pagedongan,buah_tahunan,Mangga,2022,0,ton
Pagedongan,buah_tahunan,Durian,2022,0,ton
Pagedongan,buah_tahunan,Jeruk Besar,2022,0,ton
Pagedongan,buah_tahunan,Pisang,2022,1626.6,ton
Pagedongan,buah_tahunan,Pepaya,2022,0,ton
Pagedongan,buah_tahunan,Salak,2022,0,ton
Pagedongan,buah_tahunan,Jeruk Siam,2022,0,ton
Pagedongan,tanaman_hias,Agloenema,2022,0,tangkai
Pagedongan,tanaman_hias,Krisan,2022,0,tangkai
Pagedongan,tanaman_hias,Mawar,2022,0,tangkai
Pagedongan,tanaman_hias,Soka,2022,0,tangkai
Pagedongan,biofarmaka,Jahe,2022,0,tangkai
Pagedongan,biofarmaka,Laos,2022,0,tangkai
Pagedongan,biofarmaka,Kencur,2022,0,tangkai
Pagedongan,biofarmaka,Kunyit,2022,0,tangkai
Pagedongan,sayuran,Bawang Merah,2023,0,ton
Pagedongan,sayuran,Cabai Besar,2023,0,ton
Pagedongan,sayuran,Kentang,2023,0,ton
Pagedongan,sayuran,Kubis,2023,0,ton
Pagedongan,sayuran,Petsai,2023,0,ton
Pagedongan,sayuran,Tomat,2023,4.5,ton
Pagedongan,sayuran,Bawang Putih,2023,0,ton
Pagedongan,sayuran,Cabai Rawit,2023,207.5,ton
Pagedongan,buah_tahunan,Mangga,2023,0,ton
Pagedongan,buah_tahunan,Durian,2023,48.5,ton
Pagedongan,buah_tahunan,Pisang,2023,0,ton
Pagedongan,buah_tahunan,Pepaya,2023,0,ton
Pagedongan,buah_tahunan,Salak,2023,0,ton
Pagedongan,buah_tahunan,Jeruk Siam,2023,0,ton
Pagedongan,tanaman_hias,Agloenema,2023,0,tangkai
Pagedongan,tanaman_hias,Krisan,2023,0,tangkai
Pagedongan,tanaman_hias,Mawar,2023,0,tangkai
Pagedongan,tanaman_hias,Soka,2023,0,tangkai
Pagedongan,biofarmaka,Jahe,2023,0,tangkai
Pagedongan,biofarmaka,Laos,2023,0,tangkai
Pagedongan,biofarmaka,Kencur,2023,0,tangkai
Pagedongan,biofarmaka,Kunyit,2023,0,tangkai
Pagedongan,sayuran,Bawang Merah,2024,0,ton
Pagedongan,sayuran,Cabai Besar,2024,0,ton
Pagedongan,sayuran,Kentang,2024,0,ton
Pagedongan,sayuran,Kubis,2024,0,ton
Pagedongan,sayuran,Petsai,2024,0,ton
Pagedongan,sayuran,Tomat,2024,0,ton
Pagedongan,sayuran,Bawang Putih,2024,0,ton
Pagedongan,sayuran,Cabai Rawit,2024,175.66,ton
Pagedongan,buah_tahunan,Mangga,2024,12.5,ton
Pagedongan,buah_tahunan,Durian,2024,11.73,ton
Pagedongan,buah_tahunan,Jeruk Besar,2024,0,ton
Pagedongan,buah_tahunan,Pisang,2024,0,ton
Pagedongan,buah_tahunan,Pepaya,2024,0,ton
Pagedongan,buah_tahunan,Salak,2024,1341.1,ton
Pagedongan,buah_tahunan,Jeruk Siam,2024,0,ton
Pagedongan,tanaman_hias,Agloenema,2024,0,tangkai
Pagedongan,tanaman_hias,Krisan,2024,0,tangkai
Pagedongan,tanaman_hias,Mawar,2024,0,tangkai
Pagedongan,tanaman_hias,Soka,2024,0,tangkai
Pagedongan,biofarmaka,Jahe,2024,0,tangkai
Pagedongan,biofarmaka,Laos,2024,0,tangkai
Pagedongan,biofarmaka,Kencur,2024,0,tangkai
Pagedongan,biofarmaka,Kunyit,2024,0,tangkai
Pagentan,sayuran,Bawang Merah,2017,0,ton
