Kecamatan,Kelompok,Komoditas,Tahun,Nilai,Satuan
Kalibening,sayuran,Kentang,2024,14,ha
Kalibening,sayuran,Kubis,2024,115,ha
Kalibening,sayuran,Petsai,2024,31,ha
Kalibening,sayuran,Tomat,2024,56.5,ha
Kalibening,sayuran,Bawang Putih,2024,0,ha
Kalibening,sayuran,Cabai Rawit,2024,227,ha
Kalibening,tanaman_hias,Mawar,2024,0,m2
Kalibening,tanaman_hias,Soka,2024,0,m2
Kalibening,biofarmaka,Jahe,2024,500,m2
Kalibening,biofarmaka,Laos,2024,500,m2
Kalibening,biofarmaka,Kencur,2024,300,m2
Kalibening,biofarmaka,Kunyit,2024,800,m2
Karangkobar,sayuran,Bawang Merah,2017,0,ha
Karangkobar,sayuran,Cabai Besar,2017,0,ha
Karangkobar,sayuran,Kentang,2017,0,ha
Karangkobar,sayuran,Kubis,2017,359,ha
Karangkobar,sayuran,Petsai,2017,0,ha
Karangkobar,sayuran,Tomat,2017,54,ha
Karangkobar,sayuran,Bawang Putih,2017,0,ha
Karangkobar,sayuran,Cabai Rawit,2017,0,ha
Karangkobar,sayuran,Bawang Merah,2018,0,ha
Karangkobar,sayuran,Cabai Besar,2018,91,ha
Karangkobar,sayuran,Kentang,2018,0,ha
Karangkobar,sayuran,Kubis,2018,274,ha
Karangkobar,sayuran,Petsai,2018,0,ha
Karangkobar,sayuran,Tomat,2018,44,ha
Karangkobar,sayuran,Bawang Putih,2018,0,ha
Karangkobar,sayuran,Cabai Rawit,2018,160,ha
Karangkobar,sayuran,Bawang Merah,2019,0,ha
Karangkobar,sayuran,Cabai Besar,2019,58,ha
Karangkobar,sayuran,Kentang,2019,0,ha
Karangkobar,sayuran,Kubis,2019,188,ha
Karangkobar,sayuran,Petsai,2019,39,ha
Karangkobar,sayuran,Tomat,2019,32,ha
Karangkobar,sayuran,Bawang Putih,2019,46,ha
Karangkobar,sayuran,Cabai Rawit,2019,243,ha
Karangkobar,tanaman_hias,Agloenema,2019,0,m2
Karangkobar,tanaman_hias,Krisan,2019,0,m2
Karangkobar,tanaman_hias,Mawar,2019,0,m2
Karangkobar,tanaman_hias,Soka,2019,0,m2
Karangkobar,biofarmaka,Jahe,2019,450,m2
Karangkobar,biofarmaka,Laos,2019,0,m2
Karangkobar,biofarmaka,Kencur,2019,0,m2
Karangkobar,biofarmaka,Kunyit,2019,1190,m2
Karangkobar,sayuran,Bawang Merah,2020,0,ha
Karangkobar,sayuran,Cabai Besar,2020,45,ha
Karangkobar,sayuran,Kentang,2020,0,ha
Karangkobar,sayuran,Kubis,2020,126,ha
Karangkobar,sayuran,Petsai,2020,36,ha
Karangkobar,sayuran,Tomat,2020,21,ha
Karangkobar,sayuran,Bawang Putih,2020,0,ha
Karangkobar,sayuran,Cabai Rawit,2020,114,ha
Karangkobar,tanaman_hias,Agloenema,2020,0,m2
Karangkobar,tanaman_hias,Krisan,2020,0,m2
Karangkobar,tanaman_hias,Mawar,2020,0,m2
Karangkobar,tanaman_hias,Soka,2020,0,m2
Karangkobar,biofarmaka,Jahe,2020,0,m2
Karangkobar,biofarmaka,Laos,2020,0,m2
Karangkobar,biofarmaka,Kencur,2020,0,m2
Karangkobar,biofarmaka,Kunyit,2020,220,m2
Karangkobar,sayuran,Bawang Merah,2021,0,ha
Karangkobar,sayuran,Cabai Besar,2021,33,ha
Karangkobar,sayuran,Kentang,2021,0,ha
Karangkobar,sayuran,Kubis,2021,107,ha
Karangkobar,sayuran,Petsai,2021,18,ha
Karangkobar,sayuran,Tomat,2021,16,ha
Karangkobar,sayuran,Bawang Putih,2021,0,ha
Karangkobar,sayuran,Cabai Rawit,2021,53,ha
Karangkobar,tanaman_hias,Agloenema,2021,0,m2
Karangkobar,tanaman_hias,Krisan,2021,0,m2
Karangkobar,tanaman_hias,Mawar,2021,0,m2
Karangkobar,tanaman_hias,Soka,2021,0,m2
Karangkobar,biofarmaka,Jahe,2021,570,m2
Karangkobar,biofarmaka,Laos,2021,0,m2
Karangkobar,biofarmaka,Kencur,2021,0,m2
Karangkobar,biofarmaka,Kunyit,2021,240,m2
Karangkobar,sayuran,Bawang Merah,2022,0,ha
Karangkobar,sayuran,Cabai Besar,2022,75,ha
Karangkobar,sayuran,Kentang,2022,0,ha
Karangkobar,sayuran,Kubis,2022,102,ha
Karangkobar,sayuran,Petsai,2022,33,ha
Karangkobar,sayuran,Tomat,2022,28,ha
Karangkobar,sayuran,Bawang Putih,2022,0,ha
Karangkobar,sayuran,Cabai Rawit,2022,70,ha
Karangkobar,tanaman_hias,Agloenema,2022,0,m2
Karangkobar,tanaman_hias,Krisan,2022,0,m2
Karangkobar,tanaman_hias,Mawar,2022,0,m2
Karangkobar,tanaman_hias,Soka,2022,0,m2
Karangkobar,biofarmaka,Jahe,2022,500,m2
Karangkobar,biofarmaka,Laos,2022,100,m2
Karangkobar,biofarmaka,Kencur,2022,0,m2
Karangkobar,biofarmaka,Kunyit,2022,160,m2
Karangkobar,sayuran,Cabai Besar,2023,98,ha
Karangkobar,sayuran,Kentang,2023,0,ha
Karangkobar,sayuran,Kubis,2023,57,ha
Karangkobar,sayuran,Petsai,2023,28,ha
Karangkobar,sayuran,Tomat,2023,30,ha
Karangkobar,sayuran,Bawang Putih,2023,0,ha
Karangkobar,sayuran,Cabai Rawit,2023,84,ha
Karangkobar,tanaman_hias,Agloenema,2023,0,m2
Karangkobar,tanaman_hias,Krisan,2023,0,m2
Karangkobar,tanaman_hias,Mawar,2023,0,m2
Karangkobar,tanaman_hias,Soka,2023,0,m2
Karangkobar,biofarmaka,Jahe,2023,2600,m2
Karangkobar,biofarmaka,Laos,2023,0,m2
Karangkobar,biofarmaka,Kencur,2023,0,m2
Karangkobar,biofarmaka,Kunyit,2023,1100,m2
Karangkobar,sayuran,Bawang Merah,2024,0,ha
Karangkobar,sayuran,Cabai Besar,2024,290,ha
Karangkobar,sayuran,Kentang,2024,0,ha
Karangkobar,sayuran,Kubis,2024,55,ha
Karangkobar,sayuran,Petsai,2024,30,ha
Karangkobar,sayuran,Tomat,2024,56,ha
Karangkobar,sayuran,Bawang Putih,2024,0,ha
Karangkobar,sayuran,Cabai Rawit,2024,219,ha
Karangkobar,tanaman_hias,Mawar,2024,0,m2
Karangkobar,tanaman_hias,Soka,2024,0,m2
Karangkobar,biofarmaka,Jahe,2024,6525,m2
Karangkobar,biofarmaka,Laos,2024,0,m2
Karangkobar,biofarmaka,Kencur,2024,0,m2
Karangkobar,biofarmaka,Kunyit,2024,2580,m2
Madukara,sayuran,Bawang Merah,2017,0,ha
Madukara,sayuran,Cabai Besar,2017,0,ha
Madukara,sayuran,Kentang,2017,0,ha
Madukara,sayuran,Kubis,2017,0,ha
Madukara,sayuran,Petsai,2017,0,ha
Madukara,sayuran,Tomat,2017,0,ha
Madukara,sayuran,Bawang Putih,2017,0,ha
Madukara,sayuran,Cabai Rawit,2017,0,ha
Madukara,sayuran,Bawang Merah,2018,0,ha
Madukara,sayuran,Cabai Besar,2018,3,ha
Madukara,sayuran,Kentang,2018,0,ha
Madukara,sayuran,Kubis,2018,0,ha
Madukara,sayuran,Petsai,2018,0,ha
Madukara,sayuran,Tomat,2018,0,ha
Madukara,sayuran,Bawang Putih,2018,0,ha
Madukara,sayuran,Cabai Rawit,2018,2,ha
Madukara,sayuran,Bawang Merah,2019,0,ha
Madukara,sayuran,Cabai Besar,2019,4,ha
Madukara,sayuran,Kentang,2019,0,ha
Madukara,sayuran,Kubis,2019,0,ha
Madukara,sayuran,Petsai,2019,0,ha
Madukara,sayuran,Tomat,2019,0,ha
Madukara,sayuran,Bawang Putih,2019,0,ha
Madukara,sayuran,Cabai Rawit,2019,5,ha
Madukara,tanaman_hias,Agloenema,2019,0,m2
Madukara,tanaman_hias,Krisan,2019,0,m2
Madukara,tanaman_hias,Mawar,2019,0,m2
Madukara,tanaman_hias,Soka,2019,0,m2
Madukara,biofarmaka,Jahe,2019,0,m2
Madukara,biofarmaka,Laos,2019,0,m2
Madukara,biofarmaka,Kencur,2019,0,m2
Madukara,biofarmaka,Kunyit,2019,0,m2
Madukara,sayuran,Bawang Merah,2020,0,ha
Madukara,sayuran,Cabai Besar,2020,8,ha
Madukara,sayuran,Kentang,2020,0,ha
Madukara,sayuran,Kubis,2020,0,ha
Madukara,sayuran,Petsai,2020,0,ha
Madukara,sayuran,Tomat,2020,0,ha
Madukara,sayuran,Bawang Putih,2020,0,ha
Madukara,sayuran,Cabai Rawit,2020,0,ha
Madukara,tanaman_hias,Agloenema,2020,0,m2
Madukara,tanaman_hias,Krisan,2020,0,m2
Madukara,tanaman_hias,Mawar,2020,0,m2
Madukara,tanaman_hias,Soka,2020,0,m2
Madukara,biofarmaka,Jahe,2020,0,m2
Madukara,biofarmaka,Laos,2020,0,m2
Madukara,biofarmaka,Kencur,2020,0,m2
Madukara,biofarmaka,Kunyit,2020,0,m2
Madukara,sayuran,Bawang Merah,2021,0,ha
Madukara,sayuran,Cabai Besar,2021,1,ha
Madukara,sayuran,Kentang,2021,0,ha
Madukara,sayuran,Kubis,2021,0,ha
Madukara,sayuran,Petsai,2021,0,ha
Madukara,sayuran,Tomat,2021,0,ha
Madukara,sayuran,Bawang Putih,2021,0,ha
Madukara,sayuran,Cabai Rawit,2021,2,ha
Madukara,tanaman_hias,Agloenema,2021,0,m2
Madukara,tanaman_hias,Krisan,2021,0,m2
Madukara,tanaman_hias,Mawar,2021,0,m2
Madukara,tanaman_hias,Soka,2021,0,m2
Madukara,biofarmaka,Jahe,2021,0,m2
Madukara,biofarmaka,Laos,2021,0,m2
Madukara,biofarmaka,Kencur,2021,0,m2
Madukara,biofarmaka,Kunyit,2021,0,m2
Madukara,sayuran,Bawang Merah,2022,0,ha
Madukara,sayuran,Cabai Besar,2022,2,ha
Madukara,sayuran,Kentang,2022,0,ha
Madukara,sayuran,Kubis,2022,0,ha
Madukara,sayuran,Petsai,2022,0,ha
Madukara,sayuran,Tomat,2022,0,ha
Madukara,sayuran,Bawang Putih,2022,0,ha
Madukara,sayuran,Cabai Rawit,2022,0,ha
Madukara,tanaman_hias,Agloenema,2022,0,m2
Madukara,tanaman_hias,Krisan,2022,0,m2
Madukara,tanaman_hias,Mawar,2022,0,m2
Madukara,tanaman_hias,Soka,2022,0,m2
Madukara,biofarmaka,Jahe,2022,7500,m2
Madukara,biofarmaka,Laos,2022,0,m2
Madukara,biofarmaka,Kencur,2022,0,m2
Madukara,biofarmaka,Kunyit,2022,0,m2
Madukara,sayuran,Cabai Besar,2023,1,ha
Madukara,sayuran,Kentang,2023,0,ha
Madukara,sayuran,Tomat,2023,0,ha
Madukara,sayuran,Bawang Putih,2023,0,ha
Madukara,sayuran,Cabai Rawit,2023,3,ha
Madukara,tanaman_hias,Agloenema,2023,0,m2
Madukara,tanaman_hias,Krisan,2023,0,m2
Madukara,tanaman_hias,Mawar,2023,0,m2
Madukara,tanaman_hias,Soka,2023,0,m2
Madukara,biofarmaka,Jahe,2023,7500,m2
Madukara,biofarmaka,Laos,2023,0,m2
Madukara,biofarmaka,Kencur,2023,926,m2
Madukara,biofarmaka,Kunyit,2023,0,m2
Madukara,sayuran,Bawang Merah,2024,0,ha
Madukara,sayuran,Cabai Besar,2024,0,ha
Madukara,sayuran,Kentang,2024,0,ha
Madukara,sayuran,Kubis,2024,0,ha
Madukara,sayuran,Petsai,2024,0,ha
Madukara,sayuran,Tomat,2024,0,ha
Madukara,sayuran,Bawang Putih,2024,0,ha
Madukara,sayuran,Cabai Rawit,2024,7.3,ha
Madukara,tanaman_hias,Mawar,2024,0,m2
Madukara,tanaman_hias,Soka,2024,0,m2
Madukara,biofarmaka,Jahe,2024,4550,m2
Madukara,biofarmaka,Laos,2024,144,m2
Madukara,biofarmaka,Kencur,2024,2810,m2
Madukara,biofarmaka,Kunyit,2024,543,m2
Mandiraja,sayuran,Bawang Merah,2017,0,ha
Mandiraja,sayuran,Cabai Besar,2017,0,ha
Mandiraja,sayuran,Kentang,2017,0,ha
Mandiraja,sayuran,Kubis,2017,0,ha
Mandiraja,sayuran,Petsai,2017,0,ha
Mandiraja,sayuran,Tomat,2017,0,ha
Mandiraja,sayuran,Bawang Putih,2017,0,ha
Mandiraja,sayuran,Cabai Rawit,2017,0,ha
Mandiraja,sayuran,Bawang Merah,2018,0,ha
Mandiraja,sayuran,Cabai Besar,2018,6,ha
Mandiraja,sayuran,Kentang,2018,0,ha
Mandiraja,sayuran,Kubis,2018,0,ha
Mandiraja,sayuran,Petsai,2018,0,ha
Mandiraja,sayuran,Tomat,2018,0,ha
Mandiraja,sayuran,Bawang Putih,2018,0,ha
Mandiraja,sayuran,Cabai Rawit,2018,10,ha
Mandiraja,sayuran,Bawang Merah,2019,0,ha
Mandiraja,sayuran,Cabai Besar,2019,18,ha
Mandiraja,sayuran,Kentang,2019,0,ha
Mandiraja,sayuran,Kubis,2019,0,ha
Mandiraja,sayuran,Petsai,2019,0,ha
Mandiraja,sayuran,Tomat,2019,0,ha
Mandiraja,sayuran,Bawang Putih,2019,0,ha
Mandiraja,sayuran,Cabai Rawit,2019,7,ha
Mandiraja,tanaman_hias,Agloenema,2019,0,m2
Mandiraja,tanaman_hias,Krisan,2019,0,m2
Mandiraja,tanaman_hias,Mawar,2019,0,m2
Mandiraja,tanaman_hias,Soka,2019,0,m2
Mandiraja,biofarmaka,Jahe,2019,700,m2
Mandiraja,biofarmaka,Laos,2019,650,m2
Mandiraja,biofarmaka,Kencur,2019,320,m2
Mandiraja,biofarmaka,Kunyit,2019,650,m2
Mandiraja,sayuran,Bawang Merah,2020,0,ha
Mandiraja,sayuran,Cabai Besar,2020,10,ha
Mandiraja,sayuran,Kentang,2020,0,ha
Mandiraja,sayuran,Kubis,2020,0,ha
Mandiraja,sayuran,Petsai,2020,0,ha
Mandiraja,sayuran,Tomat,2020,0,ha
Mandiraja,sayuran,Bawang Putih,2020,0,ha
Mandiraja,sayuran,Cabai Rawit,2020,2,ha
Mandiraja,tanaman_hias,Agloenema,2020,0,m2
Mandiraja,tanaman_hias,Krisan,2020,0,m2
Mandiraja,tanaman_hias,Mawar,2020,0,m2
Mandiraja,tanaman_hias,Soka,2020,0,m2
Mandiraja,biofarmaka,Jahe,2020,0,m2
Mandiraja,biofarmaka,Laos,2020,625,m2
Mandiraja,biofarmaka,Kencur,2020,425,m2
Mandiraja,biofarmaka,Kunyit,2020,750,m2
Mandiraja,sayuran,Bawang Merah,2021,7,ha
Mandiraja,sayuran,Cabai Besar,2021,15,ha
Mandiraja,sayuran,Kentang,2021,0,ha
Mandiraja,sayuran,Kubis,2021,0,ha
Mandiraja,sayuran,Petsai,2021,0,ha
Mandiraja,sayuran,Tomat,2021,0,ha
Mandiraja,sayuran,Bawang Putih,2021,0,ha
Mandiraja,sayuran,Cabai Rawit,2021,3,ha
Mandiraja,tanaman_hias,Agloenema,2021,0,m2
Mandiraja,tanaman_hias,Krisan,2021,0,m2
Mandiraja,tanaman_hias,Mawar,2021,0,m2
Mandiraja,tanaman_hias,Soka,2021,0,m2
Mandiraja,biofarmaka,Jahe,2021,1500,m2
Mandiraja,biofarmaka,Laos,2021,0,m2
Mandiraja,biofarmaka,Kencur,2021,0,m2
Mandiraja,biofarmaka,Kunyit,2021,0,m2
Mandiraja,sayuran,Bawang Merah,2022,1,ha
Mandiraja,sayuran,Cabai Besar,2022,37,ha
Mandiraja,sayuran,Kentang,2022,0,ha
Mandiraja,sayuran,Kubis,2022,0,ha
Mandiraja,sayuran,Petsai,2022,0,ha
Mandiraja,sayuran,Tomat,2022,0,ha
Mandiraja,sayuran,Bawang Putih,2022,0,ha
Mandiraja,sayuran,Cabai Rawit,2022,4,ha
Mandiraja,tanaman_hias,Agloenema,2022,0,m2
Mandiraja,tanaman_hias,Krisan,2022,0,m2
Mandiraja,tanaman_hias,Mawar,2022,0,m2
Mandiraja,tanaman_hias,Soka,2022,0,m2
Mandiraja,biofarmaka,Jahe,2022,2050,m2
Mandiraja,biofarmaka,Laos,2022,0,m2
Mandiraja,biofarmaka,Kencur,2022,0,m2
Mandiraja,biofarmaka,Kunyit,2022,500,m2
Mandiraja,sayuran,Bawang Merah,2023,1,ha
Mandiraja,sayuran,Cabai Besar,2023,13.5,ha
Mandiraja,sayuran,Kentang,2023,0,ha
Mandiraja,sayuran,Tomat,2023,0,ha
Mandiraja,sayuran,Bawang Putih,2023,0,ha
Mandiraja,sayuran,Cabai Rawit,2023,1,ha
Mandiraja,tanaman_hias,Agloenema,2023,0,m2
Mandiraja,tanaman_hias,Krisan,2023,0,m2
Mandiraja,tanaman_hias,Mawar,2023,0,m2
Mandiraja,tanaman_hias,Soka,2023,0,m2
Mandiraja,biofarmaka,Jahe,2023,2100,m2
Mandiraja,biofarmaka,Laos,2023,0,m2
Mandiraja,biofarmaka,Kencur,2023,0,m2
Mandiraja,biofarmaka,Kunyit,2023,0,m2
Mandiraja,sayuran,Bawang Merah,2024,0,ha
Mandiraja,sayuran,Cabai Besar,2024,56,ha
Mandiraja,sayuran,Kentang,2024,0,ha
Mandiraja,sayuran,Petsai,2024,0,ha
Mandiraja,sayuran,Tomat,2024,0,ha
Mandiraja,sayuran,Bawang Putih,2024,0,ha
Mandiraja,sayuran,Cabai Rawit,2024,6,ha
Mandiraja,tanaman_hias,Mawar,2024,0,m2
Mandiraja,tanaman_hias,Soka,2024,0,m2
Mandiraja,biofarmaka,Jahe,2024,0,m2
Mandiraja,biofarmaka,Laos,2024,600,m2
Mandiraja,biofarmaka,Kencur,2024,500,m2
Mandiraja,biofarmaka,Kunyit,2024,0,m2
Pagedongan,sayuran,Bawang Merah,2017,0,ha
Pagedongan,sayuran,Cabai Besar,2017,0,ha
Pagedongan,sayuran,Kentang,2017,0,ha
Pagedongan,sayuran,Kubis,2017,0,ha
Pagedongan,sayuran,Petsai,2017,0,ha
Pagedongan,sayuran,Tomat,2017,0,ha
Pagedongan,sayuran,Bawang Putih,2017,0,ha
Pagedongan,sayuran,Cabai Rawit,2017,0,ha
Pagedongan,sayuran,Bawang Merah,2018,0,ha
Pagedongan,sayuran,Cabai Besar,2018,0,ha
Pagedongan,sayuran,Kentang,2018,0,ha
Pagedongan,sayuran,Kubis,2018,0,ha
Pagedongan,sayuran,Petsai,2018,0,ha
Pagedongan,sayuran,Tomat,2018,0,ha
Pagedongan,sayuran,Bawang Putih,2018,0,ha
Pagedongan,sayuran,Cabai Rawit,2018,70,ha
Pagedongan,sayuran,Bawang Merah,2019,0,ha
Pagedongan,sayuran,Cabai Besar,2019,2,ha
Pagedongan,sayuran,Kentang,2019,0,ha
Pagedongan,sayuran,Kubis,2019,0,ha
Pagedongan,sayuran,Petsai,2019,0,ha
Pagedongan,sayuran,Tomat,2019,0,ha
Pagedongan,sayuran,Bawang Putih,2019,0,ha
Pagedongan,sayuran,Cabai Rawit,2019,56,ha
Pagedongan,tanaman_hias,Agloenema,2019,0,m2
Pagedongan,tanaman_hias,Krisan,2019,0,m2
Pagedongan,tanaman_hias,Mawar,2019,0,m2
Pagedongan,tanaman_hias,Soka,2019,0,m2
Pagedongan,biofarmaka,Jahe,2019,0,m2
Pagedongan,biofarmaka,Laos,2019,0,m2
Pagedongan,biofarmaka,Kencur,2019,0,m2
Pagedongan,biofarmaka,Kunyit,2019,0,m2
Pagedongan,sayuran,Bawang Merah,2020,0,ha
Pagedongan,sayuran,Cabai Besar,2020,0,ha
Pagedongan,sayuran,Kentang,2020,0,ha
Pagedongan,sayuran,Kubis,2020,0,ha
Pagedongan,sayuran,Petsai,2020,0,ha
Pagedongan,sayuran,Tomat,2020,0,ha
Pagedongan,sayuran,Bawang Putih,2020,0,ha
Pagedongan,sayuran,Cabai Rawit,2020,55,ha
Pagedongan,tanaman_hias,Agloenema,2020,0,m2
Pagedongan,tanaman_hias,Krisan,2020,0,m2
Pagedongan,tanaman_hias,Mawar,2020,0,m2
Pagedongan,tanaman_hias,Soka,2020,0,m2
Pagedongan,biofarmaka,Jahe,2020,0,m2
Pagedongan,biofarmaka,Laos,2020,0,m2
Pagedongan,biofarmaka,Kencur,2020,0,m2
Pagedongan,biofarmaka,Kunyit,2020,0,m2
Pagedongan,sayuran,Bawang Merah,2021,0,ha
Pagedongan,sayuran,Cabai Besar,2021,11,ha
Pagedongan,sayuran,Kentang,2021,0,ha
Pagedongan,sayuran,Kubis,2021,0,ha
Pagedongan,sayuran,Petsai,2021,0,ha
Pagedongan,sayuran,Tomat,2021,0,ha
Pagedongan,sayuran,Bawang Putih,2021,0,ha
Pagedongan,sayuran,Cabai Rawit,2021,42,ha
Pagedongan,tanaman_hias,Agloenema,2021,0,m2
Pagedongan,tanaman_hias,Krisan,2021,0,m2
Pagedongan,tanaman_hias,Mawar,2021,0,m2
Pagedongan,tanaman_hias,Soka,2021,0,m2
Pagedongan,biofarmaka,Jahe,2021,0,m2
Pagedongan,biofarmaka,Laos,2021,0,m2
Pagedongan,biofarmaka,Kencur,2021,0,m2
Pagedongan,biofarmaka,Kunyit,2021,0,m2
Pagedongan,sayuran,Bawang Merah,2022,0,ha
Pagedongan,sayuran,Cabai Besar,2022,0,ha
Pagedongan,sayuran,Kentang,2022,0,ha
Pagedongan,sayuran,Kubis,2022,0,ha
Pagedongan,sayuran,Petsai,2022,0,ha
Pagedongan,sayuran,Tomat,2022,0,ha
Pagedongan,sayuran,Bawang Putih,2022,0,ha
Pagedongan,sayuran,Cabai Rawit,2022,39,ha
Pagedongan,tanaman_hias,Agloenema,2022,0,m2
Pagedongan,tanaman_hias,Krisan,2022,0,m2
Pagedongan,tanaman_hias,Mawar,2022,0,m2
Pagedongan,tanaman_hias,Soka,2022,0,m2
Pagedongan,biofarmaka,Jahe,2022,0,m2
Pagedongan,biofarmaka,Laos,2022,0,m2
Pagedongan,biofarmaka,Kencur,2022,0,m2
Pagedongan,biofarmaka,Kunyit,2022,0,m2
Pagedongan,sayuran,Cabai Besar,2023,0,ha
Pagedongan,sayuran,Kentang,2023,0,ha
Pagedongan,sayuran,Tomat,2023,1,ha
Pagedongan,sayuran,Bawang Putih,2023,0,ha
Pagedongan,sayuran,Cabai Rawit,2023,70,ha
Pagedongan,tanaman_hias,Agloenema,2023,0,m2
Pagedongan,tanaman_hias,Krisan,2023,0,m2
Pagedongan,tanaman_hias,Mawar,2023,0,m2
Pagedongan,tanaman_hias,Soka,2023,0,m2
Pagedongan,biofarmaka,Jahe,2023,0,m2
Pagedongan,biofarmaka,Laos,2023,0,m2
Pagedongan,biofarmaka,Kencur,2023,0,m2
Pagedongan,biofarmaka,Kunyit,2023,0,m2
Pagedongan,sayuran,Bawang Merah,2024,0,ha
Pagedongan,sayuran,Cabai Besar,2024,0,ha
Pagedongan,sayuran,Kentang,2024,0,ha
Pagedongan,sayuran,Kubis,2024,0,ha
Pagedongan,sayuran,Petsai,2024,0,ha
Pagedongan,sayuran,Tomat,2024,0,ha
Pagedongan,sayuran,Bawang Putih,2024,0,ha
Pagedongan,sayuran,Cabai Rawit,2024,45.5,ha
Pagedongan,tanaman_hias,Mawar,2024,0,m2
Pagedongan,tanaman_hias,Soka,2024,0,m2
Pagedongan,biofarmaka,Jahe,2024,0,m2
Pagedongan,biofarmaka,Laos,2024,0,m2
Pagedongan,biofarmaka,Kencur,2024,0,m2
Pagedongan,biofarmaka,Kunyit,2024,0,m2
Pagentan,sayuran,Bawang Merah,2017,0,ha
Pagentan,sayuran,Cabai Besar,2017,0,ha
Pagentan,sayuran,Kentang,2017,0,ha
Pagentan,sayuran,Kubis,2017,117,ha
Pagentan,sayuran,Petsai,2017,0,ha
Pagentan,sayuran,Tomat,2017,33,ha
Pagentan,sayuran,Bawang Putih,2017,0,ha
Pagentan,sayuran,Cabai Rawit,2017,0,ha
Pagentan,sayuran,Bawang Merah,2018,0,ha
Pagentan,sayuran,Cabai Besar,2018,208,ha
Pagentan,sayuran,Kentang,2018,0,ha
Pagentan,sayuran,Kubis,2018,156,ha
Pagentan,sayuran,Petsai,2018,0,ha
Pagentan,sayuran,Tomat,2018,43,ha
Pagentan,sayuran,Bawang Putih,2018,0,ha
Pagentan,sayuran,Cabai Rawit,2018,582,ha
Pagentan,sayuran,Bawang Merah,2019,0,ha
Pagentan,sayuran,Cabai Besar,2019,113,ha
Pagentan,sayuran,Kentang,2019,0,ha
Pagentan,sayuran,Kubis,2019,135,ha
Pagentan,sayuran,Petsai,2019,27,ha
Pagentan,sayuran,Tomat,2019,22,ha
Pagentan,sayuran,Bawang Putih,2019,25,ha
Pagentan,sayuran,Cabai Rawit,2019,464,ha
Pagentan,tanaman_hias,Agloenema,2019,0,m2
Pagentan,tanaman_hias,Krisan,2019,0,m2
Pagentan,tanaman_hias,Mawar,2019,0,m2
Pagentan,tanaman_hias,Soka,2019,0,m2
Pagentan,biofarmaka,Jahe,2019,56000,m2
Pagentan,biofarmaka,Laos,2019,0,m2
Pagentan,biofarmaka,Kencur,2019,0,m2
Pagentan,biofarmaka,Kunyit,2019,0,m2
Pagentan,sayuran,Bawang Merah,2020,0,ha
Pagentan,sayuran,Cabai Besar,2020,90,ha
Pagentan,sayuran,Kentang,2020,0,ha
Pagentan,sayuran,Kubis,2020,136,ha
Pagentan,sayuran,Petsai,2020,42,ha
Pagentan,sayuran,Tomat,2020,21,ha
Pagentan,sayuran,Bawang Putih,2020,18,ha
Pagentan,sayuran,Cabai Rawit,2020,621,ha
Pagentan,tanaman_hias,Agloenema,2020,0,m2
Pagentan,tanaman_hias,Krisan,2020,0,m2
Pagentan,tanaman_hias,Mawar,2020,0,m2
Pagentan,tanaman_hias,Soka,2020,0,m2
Pagentan,biofarmaka,Jahe,2020,0,m2
Pagentan,biofarmaka,Laos,2020,0,m2
Pagentan,biofarmaka,Kencur,2020,1000,m2
Pagentan,biofarmaka,Kunyit,2020,1500,m2
Pagentan,sayuran,Bawang Merah,2021,0,ha
Pagentan,sayuran,Cabai Besar,2021,586,ha
Pagentan,sayuran,Kentang,2021,0,ha
Pagentan,sayuran,Kubis,2021,173,ha
Pagentan,sayuran,Petsai,2021,42,ha
Pagentan,sayuran,Tomat,2021,33,ha
Pagentan,sayuran,Bawang Putih,2021,32,ha
Pagentan,sayuran,Cabai Rawit,2021,139,ha
Pagentan,tanaman_hias,Agloenema,2021,0,m2
Pagentan,tanaman_hias,Krisan,2021,0,m2
Pagentan,tanaman_hias,Mawar,2021,0,m2
Pagentan,tanaman_hias,Soka,2021,0,m2
Pagentan,biofarmaka,Jahe,2021,151500,m2
Pagentan,biofarmaka,Laos,2021,0,m2
Pagentan,biofarmaka,Kencur,2021,8800,m2
Pagentan,biofarmaka,Kunyit,2021,38850,m2
Pagentan,sayuran,Bawang Merah,2022,0,ha
Pagentan,sayuran,Cabai Besar,2022,320,ha
Pagentan,sayuran,Kentang,2022,0,ha
Pagentan,sayuran,Kubis,2022,130,ha
Pagentan,sayuran,Petsai,2022,41,ha
Pagentan,sayuran,Tomat,2022,40,ha
Pagentan,sayuran,Bawang Putih,2022,0,ha
Pagentan,sayuran,Cabai Rawit,2022,531,ha
Pagentan,tanaman_hias,Agloenema,2022,0,m2
Pagentan,tanaman_hias,Krisan,2022,0,m2
Pagentan,tanaman_hias,Mawar,2022,0,m2
Pagentan,tanaman_hias,Soka,2022,0,m2
Pagentan,biofarmaka,Jahe,2022,130000,m2
Pagentan,biofarmaka,Laos,2022,0,m2
Pagentan,biofarmaka,Kencur,2022,8200,m2
Pagentan,biofarmaka,Kunyit,2022,31100,m2
Pagentan,sayuran,Cabai Besar,2023,519,ha
Pagentan,sayuran,Kentang,2023,0,ha
Pagentan,sayuran,Kubis,2023,125,ha
Pagentan,sayuran,Petsai,2023,43,ha
Pagentan,sayuran,Tomat,2023,89,ha
Pagentan,sayuran,Bawang Putih,2023,0,ha
