kecamatan,tahun,metric,value
Karangkobar,2023,Kampung,1357
Karangkobar,2024,Ras Layer,1072996
Karangkobar,2024,Kampung,574346
Pagentan,2018,Ras Layer,1071200
Pagentan,2018,Kampung,1058192
Pagentan,2020,Ras Layer,0
Pagentan,2020,Kampung,0
Pagentan,2021,Ras Layer,0
Pagentan,2021,Kampung,367032
Pagentan,2022,Ras Layer,0
Pagentan,2022,Kampung,365228
Pagentan,2023,Ras Layer,0
Pagentan,2023,Kampung,343233
Pagentan,2024,Ras Layer,787389
Pagentan,2024,Kampung,76055
Pejawaran,2018,Ras Layer,0
Pejawaran,2018,Kampung,186169
Pejawaran,2020,Ras Layer,0
Pejawaran,2020,Kampung,0
Pejawaran,2021,Ras Layer,0
Pejawaran,2021,Kampung,625998
Pejawaran,2022,Ras Layer,0
Pejawaran,2022,Kampung,624554
Pejawaran,2023,Ras Layer,0
Pejawaran,2023,Kampung,586941
Pejawaran,2024,Ras Layer,149515
Pejawaran,2024,Kampung,97703
Batur,2018,Ras Layer,0
Batur,2018,Kampung,192471
Batur,2020,Ras Layer,0
Batur,2020,Kampung,0
Batur,2021,Ras Layer,0
Batur,2021,Kampung,0
Batur,2022,Ras Layer,0
Batur,2022,Kampung,0
Batur,2023,Ras Layer,0
Batur,2023,Kampung,0
Batur,2024,Ras Layer,0
Batur,2024,Kampung,7489
Wanayasa,2018,Ras Layer,10863400
Wanayasa,2018,Kampung,5132342
Wanayasa,2020,Ras Layer,34105231
Wanayasa,2020,Kampung,0
Wanayasa,2021,Ras Layer,34531546
Wanayasa,2021,Kampung,98064
Wanayasa,2022,Ras Layer,34607858
Wanayasa,2022,Kampung,95899
Wanayasa,2023,Ras Layer,32660032
Wanayasa,2023,Kampung,90124
Wanayasa,2024,Ras Layer,1068376
Wanayasa,2024,Kampung,103139
Kalibening,2018,Ras Layer,0
Kalibening,2018,Kampung,458488
Kalibening,2020,Ras Layer,333222
Kalibening,2020,Kampung,0
Kalibening,2021,Ras Layer,337387
Kalibening,2021,Kampung,533646
Kalibening,2022,Ras Layer,400980
Kalibening,2022,Kampung,531842
Kalibening,2023,Ras Layer,378412
Kalibening,2023,Kampung,499813
Kalibening,2024,Ras Layer,238658
Kalibening,2024,Kampung,393722
Pandanarum,2018,Ras Layer,0
Pandanarum,2018,Kampung,464881
Pandanarum,2020,Ras Layer,0
Pandanarum,2020,Kampung,0
Pandanarum,2021,Ras Layer,0
Pandanarum,2021,Kampung,0
Pandanarum,2022,Ras Layer,0
Pandanarum,2022,Kampung,1082
Pandanarum,2023,Ras Layer,0
Pandanarum,2023,Kampung,1016
Pandanarum,2024,Ras Layer,487901
Pandanarum,2024,Kampung,235036
Jumlah,2018,Ras Layer,50570942
Jumlah,2018,Kampung,29121518
Jumlah,2020,Ras Layer,91276895
Jumlah,2020,Kampung,0
Jumlah,2021,Ras Layer,92417855
Jumlah,2021,Kampung,25677918
Jumlah,2022,Ras Layer,93689718
Jumlah,2022,Kampung,25646881
Jumlah,2023,Ras Layer,88416596
Jumlah,2023,Kampung,24102337
Jumlah,2024,Ras Layer,70701497
Jumlah,2024,Kampung,22288090
